Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,Mz_L1
        0.193, 4.27347185905e-05, 0.522307634354, 0.290375888348, -1542.23913574, -505.204711914, 11467.6123047, -13.0842418671, 26.8431510925
        0.194, 0.00411726906896, 0.531665980816, 0.314707249403, -1311.21948242, -497.140441895, 11237.4541016, -14.4505596161, 25.9411640167
        0.195, 0.00713868020102, 0.539110720158, 0.340810358524, -1013.44543457, -481.383148193, 10994.2402344, -15.9325494766, 24.7875175476
        0.196, 0.00896765943617, 0.544588506222, 0.368754416704, -716.604797363, -458.237213135, 10739.0078125, -17.5245018005, 23.2516651154
        0.197, 0.00969440769404, 0.547996103764, 0.398449957371, -456.30255127, -429.928100586, 10472.8066406, -19.1905860901, 21.0954933167
        0.198, 0.00952083896846, 0.549182593822, 0.42966362834, -252.54473877, -400.454467773, 10196.7099609, -20.8493041992,  18.815952301
        0.199, 0.00868457276374, 0.548302948475, 0.461820572615, -103.228416443, -381.081970215, 9911.81445312, -22.3175792694, 17.1498069763
          0.2, 0.00737895118073, 0.545783340931, 0.494247674942, 5.96340465546, -377.656585693, 9619.23925781, -23.481798172, 16.4921379089
        0.201, 0.00573514774442, 0.541481673717, 0.526883006096, 84.9376831055, -383.915679932, 9320.10058594, -24.416633606, 16.4259052277
        0.202, 0.00386475864798,  0.5351126194, 0.560100018978, 134.161071777, -391.058868408, 9015.51171875, -25.2461452484, 16.3629436493
        0.203, 0.00188787351362, 0.526892721653, 0.594140768051, 152.988311768, -394.616210938, 8706.58007812, -26.0300369263,  16.013381958
        0.204, -7.58983442211e-05, 0.517237126827, 0.629005074501,  141.48928833, -393.479797363, 8394.40722656, -26.7746238708, 15.3112792969
        0.205, -0.00191495660692, 0.506547749043, 0.664559304714, 109.425834656, -389.343963623, 8080.08447266, -27.4503097534, 14.3879871368
        0.206, -0.00356031884439, 0.494899272919, 0.700556755066, 59.9051971436, -383.974487305, 7764.69287109, -28.024936676, 13.3543949127
        0.207, -0.0049564531073, 0.482328206301,  0.7367233634, -0.250429928303, -380.394836426, 7449.29541016, -28.456993103, 12.3942651749
        0.208, -0.00607246533036, 0.468825697899, 0.772759377956, -65.9402694702, -380.934509277, 7134.93408203, -28.7166690826, 11.6308832169
        0.209, -0.00689243990928, 0.454609513283, 0.808449983597, -134.569778442, -385.664764404,      6822.625, -28.8044013977, 11.0483608246
         0.21, -0.00741048622876, 0.439968377352, 0.843729794025, -203.035324097, -392.312866211,  6513.3515625, -28.7497787476, 10.5217056274
        0.211, 0.021216975525, -0.872057914734, 5.26460123062, 219.779785156, -547.637084961, 4217.47705078, -117.395233154, 1.55830717087
        0.212, 0.069436378777, 0.157179236412, 0.873912334442, 1505.82775879, -128.213912964, 2027.32409668, -8.46615695953, 6.07861423492
        0.213, 0.0648884624243, 0.121776282787, 0.913285076618, 1275.19787598, -99.6952209473, 1630.04846191, -7.00735330582, 5.19424152374
        0.214, 0.0601120144129, 0.0844454467297, 0.942651689053, 1024.25842285, -86.0637054443, 1366.70581055, -6.24735069275, 4.49637317657
        0.215, 0.055859234184, 0.051226336509, 0.969657361507, 803.114562988, -71.9013061523, 1122.45031738, -5.41000366211, 3.75450468063
        0.216, 0.0520136654377, 0.020051419735, 0.99409621954,  614.56628418, -58.0701828003, 897.432373047, -4.52738285065, 3.03174495697
        0.217, 0.0484833680093, -0.00969491526484, 1.01590299606, 454.312316895, -44.7362976074, 691.921691895, -3.63144445419, 2.33941411972
        0.218, 0.0452143363655, -0.0383182242513, 1.03501605988, 319.102233887, -32.4590492249, 506.131652832, -2.74818778038, 1.70381033421
        0.219, 0.0421600751579, -0.0659808963537, 1.05138206482,  206.19078064, -21.3388843536, 340.225067139, -1.9023090601, 1.12832534313
         0.22, 0.039283964783, -0.0925476029515, 1.06496155262,  110.87802887, -11.7262449265, 194.313323975, -1.11386096478, 0.616978704929
