Time,Ay,Bk_Stat,GearStat,Pitch,Roll,Roll_E,Roll_L1,Roll_L2,Roll_R1,Roll_R2,Rot_L1,Rot_L2,Rot_R1,Rot_R2,Steer_SW,Vx,VxTarget,Vxz_Fwd,Xo,Xpreview,X_L1,X_L2,X_R1,X_R2,Yaw,Yaw_L1,Yaw_L2,Yaw_R1,Yaw_R2,Yo,Ypreview,Y_L1,Y_L2,Y_R1,Y_R2,Zcg_SM,Zo,Z_L1,Z_L2,Z_R1,Z_R2
0.4, -0.2286278834036, 0, 6, 1.997927673336, -0.3295674160296, -0.3297678878856, 0.649452255665, 1.52853616253, -1.342395853871, -1.601714559923, 5.94893240915, 5.945811311185, 5.921376584915, 5.920245182704, -8.115126312447, 99.85664755018, 100, 99.89218244245, 96.61798479651, 112.6738429774, 97.01470559678, 95.02805879846, 96.24264286605, 94.25381616983, -31.42000352537, -31.65486261015, -31.69972120588, -31.97652235476, -31.21005148563, -54.84865315483, -64.65380813185, -54.22176257821, -53.0052716546, -55.48450155001, -54.27245915199, 45.24554684, 44.83016521162, 45.15799541223, 45.21934130868, 45.15976149834, 45.22137646487
0.425, -0.2222064620567, 0, 6, 1.994459954275, -0.3324489292235, -0.3326504521772, 0.6518518029271, 1.521600971633, -1.346226484216, -1.610556186799, 6.320037117046, 6.316765200011, 6.29098642869, 6.289781038382, -7.568032992367, 99.8507862, 100, 99.88613601125, 97.21118628872, 113.2491675988, 97.60901939065, 95.62460274113, 96.83470881563, 94.84806046737, -31.52407784421, -31.7270960863, -31.80445532933, -32.04878164782, -31.31330273711, -55.20781005248, -65.04213598195, -54.581609518, -53.36152090239, -55.84296211335, -54.6272989931, 45.22703066815, 44.81171882484, 45.13961028955, 45.20079467876, 45.14147741221, 45.20288638061
0.45, -0.2138102499521, 0, 6, 1.990306114433, -0.3322546627173, -0.3324552294318, 0.6568149166999, 1.515053112381, -1.34640615348, -1.61923716155, 6.691059590844, 6.687651395251, 6.660640566212, 6.659370204985, -7.039140088621, 99.84553169067, 100, 99.88068044594, 97.80376202765, 113.8253660767, 98.20259557121, 96.22022066567, 97.4262365411, 95.44158275524, -31.61905556016, -31.79214175317, -31.90002548733, -32.11372705995, -31.40685409808, -55.56793467602, -65.42886719375, -54.94237368496, -53.71900716084, -56.2024599061, -54.98349560817, 45.20856210258, 44.79333371601, 45.12126903415, 45.18231084194, 45.12321947446, 45.18443872858
0.475, -0.2037020982078, 0, 6, 1.986314029619, -0.3290906191493, -0.3292884793187, 0.6637944187091, 1.508756670752, -1.342839787032, -1.62730814624, 7.062001889123, 7.058470743102, 7.030340498755, 7.029013523552, -6.528627444506, 99.84086974533, 100, 99.8758316424, 98.39573388798, 114.4024622923, 98.79546150818, 96.81494084074, 98.01725020988, 96.03440852126, -31.70503224395, -31.85009571631, -31.98637159487, -32.17132489693, -31.49100682195, -55.92898360563, -65.81399451143, -55.30401308114, -54.07768494254, -56.56295350779, -55.34100339215, 45.19015018944, 44.77500189926, 45.10295012038, 45.16390529475, 45.10496577278, 45.16604719767
0.5, -0.1920850741331, 0, 6, 1.983330826091, -0.323092147956, -0.3232858182249, 0.6727991436092, 1.502321233022, -1.335721299232, -1.634204458753, 7.432867957104, 7.429224121784, 7.400086013842, 7.398709993375, -6.035994044819, 99.83675755448, 100, 99.87158085756, 98.98712690304, 114.9804429038, 99.3876510824, 97.40880198096, 98.60777500168, 96.62656889255, -31.78233135493, -31.90245902256, -32.06357523448, -32.22232019116, -31.56628791234, -56.29090842274, -66.19756795033, -55.66648327242, -54.43749727061, -56.92439460584, -55.6997622326, 45.17179526551, 44.75670669685, 45.08463252461, 45.14557946205, 45.08669619011, 45.14771429195
0.525, -0.1796030534624, 0, 6, 1.981904200451, -0.3145027843676, -0.3146910345844, 0.6831081869978, 1.495717721662, -1.325346663963, -1.639160060587, 7.80366269822, 7.799915543641, 7.769875571075, 7.768456614485, -5.559907158976, 99.83314060695, 100, 99.86790207562, 99.57796938135, 115.5592488952, 99.97920171506, 98.00185311751, 99.19783636733, 97.21809968443, -31.85153921644, -31.94838195511, -32.13215727596, -32.26661282378, -31.63351684386, -56.65365926464, -66.57970724518, -56.02973831453, -54.79837700836, -57.28673059765, -56.05969822028, 45.15348725736, 44.738427043, 45.06629618148, 45.12731363454, 45.06839268467, 45.1294248249
0.55, -0.1666893807346, 0, 6, 1.982178864241, -0.3037803088473, -0.3039621912752, 0.6943682136613, 1.489002724807, -1.312275280699, -1.641853065056, 8.174392637093, 8.17055050961, 8.139706480107, 8.138249619577, -5.098678336806, 99.82997078601, 100, 99.86476204568, 100.1682928622, 116.1388005652, 100.5701546342, 98.59414910764, 99.78746032237, 97.80904007084, -31.91335730939, -31.98832845225, -32.19271489964, -32.30470266896, -31.69355548209, -57.01718626776, -66.96056129848, -56.39373154966, -55.16025197908, -57.64990565284, -56.42073053155, 45.13520621187, 44.72014009939, 45.04792080552, 45.1090752972, 45.05003967123, 45.11115424553
0.575, -0.1537869394088, 0, 6, 1.984013338334, -0.2915584561069, -0.2917333442388, 0.7060953580589, 1.482303800973, -1.297352171893, -1.642484105257, 8.545064499906, 8.541135153064, 8.509575836155, 8.508085300029, -4.650599094617, 99.82720556064, 100, 99.86211637191, 100.7581312063, 116.7190154019, 101.1605526086, 99.1857472082, 100.3766744565, 98.39943132141, -31.96849943686, -32.0226920198, -32.24599029863, -32.33705397382, -31.74716844044, -57.3814394944, -67.34027972428, -56.75841492539, -55.52304853481, -58.01386203993, -56.78277623036, 45.11692580906, 44.70182241807, 45.02948841986, 45.09082994676, 45.03162516162, 45.09287688521
0.6, -0.1412168200508, 0, 6, 1.987068138792, -0.2785356443746, -0.278703235942, 0.7181112167095, 1.475751246931, -1.281700340215, -1.641620976231, 8.915684811552, 8.911675680056, 8.879480905928, 8.877960304974, -4.214100587508, 99.82481374874, 100, 99.85990629918, 101.3475196176, 117.2998168173, 101.7504387659, 99.77670445161, 100.9655079966, 98.98931530229, -32.01763920038, -32.05181686941, -32.29279069184, -32.36413419372, -31.79499548793, -57.74636935795, -67.71899944446, -57.12374039698, -55.88669410885, -58.37854162709, -57.14575360273, 45.09861922613, 44.68345402735, 45.0109979966, 45.07254765822, 45.01315146514, 45.07457024214
0.625, -0.1291088585153, 0, 6, 1.990765282063, -0.2653370192577, -0.2654972641959, 0.7305297669444, 1.469464029508, -1.266373658965, -1.639931963333, 9.286259702891, 9.28217798921, 9.249419259693, 9.247871725914, -3.787826620519, 99.82277729011, 100, 99.85807824305, 101.9364947146, 117.8811383599, 102.339855756, 100.3670759508, 101.5539911841, 99.57873336211, -32.06138350262, -32.07608955695, -32.33390287146, -32.38649162699, -31.83757483486, -58.11192728959, -68.09683868328, -57.48966044322, -56.25111881878, -58.74388723905, -57.50958427734, 45.08026564198, 44.66502574373, 44.9924654779, 45.05420530486, 44.99463614557, 45.05621539343
0.65, -0.1175423732148, 0, 6, 1.994326369389, -0.2524164123651, -0.2525694001997, 0.7434263662751, 1.463633522409, -1.252103361663, -1.637982303001, 9.656794582695, 9.652647360038, 9.619388888808, 9.617817210701, -3.370714826368, 99.82108000895, 100, 99.85658438245, 102.5250945271, 118.4629283114, 102.9288450845, 100.9569137301, 102.1421547829, 100.1677257807, -32.10024671382, -32.09585013218, -32.37001912091, -32.40458210304, -31.87535024583, -58.47806542321, -68.47389024128, -57.85612727668, -56.61625618968, -59.10984320419, -57.87419446722, 45.06185302127, 44.64654118698, 44.97391192078, 45.03578661251, 44.97610049201, 45.03779683868
0.675, -0.1066016229231, 0, 6, 1.996939062539, -0.240021643027, -0.2401674999943, 0.7567987137718, 1.458773431317, -1.239246951318, -1.636300686852, 10.02729391004, 10.02308830599, 9.989388251906, 9.987795067154, -2.96205827103, 99.8197018616, 100, 99.85536938043, 103.1133574926, 119.0451531591, 103.5174465865, 101.5462660787, 102.7300298535, 100.7563315484, -32.13463158226, -32.11143243032, -32.40175913348, -32.4187965397, -31.90860917519, -58.84473587398, -68.85021638127, -58.22309259649, -56.98204380057, -59.47635541403, -58.2395158568, 45.04337853284, 44.62801385332, 44.95535887947, 45.01728891424, 44.95756460831, 45.0193090192
0.7, -0.09626967925372, 0, 6, 1.998040611475, -0.2282119465983, -0.2283507800582, 0.7706116734975, 1.455346693343, -1.227865487045, -1.635463034, 10.39776103273, 10.39350440735, 10.35941619632, 10.35780414213, -2.561529468996, 99.81863167967, 100, 99.85439066755, 103.7013205242, 119.6277990689, 104.1056979211, 102.1351770087, 103.3176474499, 101.3445880642, -32.16482150321, -32.12326190281, -32.42965188032, -32.42958233439, -31.9374580454, -59.211890001, -69.22584690285, -58.59050781673, -57.34842364754, -59.84337136018, -58.60548615128, 45.02485004761, 44.60946291909, 44.93682717882, 44.99872984689, 44.93904684297, 45.00076448549
0.725, -0.08644579864198, 0, 6, 1.997456629373, -0.216919702225, -0.2170515887771, 0.7848176671063, 1.453542277827, -1.217580846106, -1.635826516573, 10.76819837248, 10.76389816324, 10.72947163271, 10.72784267797, -2.169079288825, 99.81786583673, 100, 99.8536252903, 104.2890177676, 120.2108666762, 104.6936346035, 102.7236863879, 103.9050377512, 101.9325307045, -32.19101047557, -32.13200113811, -32.45405168342, -32.43802909643, -31.96195835594, -59.57947866483, -69.60078781037, -58.95832488881, -57.7153413456, -60.21084012756, -58.97204811368, 45.00628600215, 44.59091032006, 44.91833653107, 44.98013937426, 44.92056432018, 44.98218850169
0.75, -0.07731402522444, 0, 6, 1.995306206098, -0.206018424415, -0.20614341327, 0.799326605311, 1.453272929441, -1.20829683643, -1.63673635991, 11.13860764602, 11.1342712652, 11.0995540446, 11.09790433551, -1.784768091495, 99.81740400517, 100, 99.85306834436, 104.8764806819, 120.79436226, 105.2812900526, 103.3118310351, 104.4922302838, 102.5201927567, -32.21335250195, -32.138045942, -32.47514121577, -32.4443526221, -31.98225808444, -59.94745351699, -69.97503572087, -59.32649716757, -58.08274525385, -60.57871332303, -59.33914804673, 44.98771220998, 44.57237947228, 44.89990465057, 44.96154984908, 44.90213296291, 44.96360991584
