Time,AVz,Ay,Bk_Stat,FRackTot,Fy_L1,Fy_L2,Fy_R1,Fy_R2,Fz_L1,Fz_L2,Fz_R1,Fz_R2,GearStat,Mz_KP_L1,Mz_KP_L2,Mz_KP_R1,Mz_KP_R2,Mz_L1,Mz_L2,Mz_R1,Mz_R2,M_SW,Pitch,Pitch_A2,Roll,Roll_A2,Roll_E,Roll_L1,Roll_L2,Roll_R1,Roll_R2,Rot_L1,Rot_L2,Rot_R1,Rot_R2,Steer_L1,Steer_R1,Steer_SW,Xo,X_A2,X_camR,X_L1,X_L2,X_R1,X_R2,Yaw,Yaw_CamR,Yaw_L1,Yaw_L2,Yaw_R1,Yaw_R2,Yo,Y_A2,Y_camR,Y_L1,Y_L2,Y_R1,Y_R2,Zo,Z_A2,Z_camR,Z_L1,Z_L2,Z_R1,Z_R2
2.45, 0.03431002420835, 0.001121378652648, 0, 0, 138.1740803016, 8.912355838029, -125.7407333779, 9.093231962037, 6586.474057951, 6918.468300023, 6499.181753375, 7082.281662524, 3, -96.98493923562, 0, 90.67401642455, 0, -6.266362505795, -0.4029427255982, 5.705540345337, -0.4107499229356, -0.1410469673664, -0.2127418460513, -0.2127430042414, 0.06474428846339, 0.01276035462549, 0.06474473477145, 0.3597144709014, 0.01276026666299, 0.08048047012853, 0.01276026666299, 24.75539619318, 24.75515470011, 24.75497428828, 24.75510097762, 0.1027206764698, -0.09189746884405, -1.184395837825, -246.0102752598, -249.0419754944, -246.5102752598, -246.0113377629, -249.0418945253, -246.0118859872, -249.0420564634, -0.01117259299508, 0, 0.09288511331877, -0.005928670481658, -0.102771953053, -0.005928670481658, 0.01233322225197, 0.01243674921014, 0, 0.7944770459831, 0.7949367256153, -0.7705650132699, -0.7700632271951, -0.01525347216797, 0.3431055766374, 0, 0.3439794461815, 0.3432798461676, 0.3441716141839, 0.3429313071071
2.475, 0.03563976182114, 0.00140819028308, 0, 0, 139.5158165243, 7.714542977527, -116.9392049588, 7.898594757767, 6590.772164775, 6912.734619732, 6094.085341773, 7086.008137032, 3, -96.87013394984, 0, 93.27851091126, 0, -6.327030575721, -0.348784787708, 5.320379689552, -0.3567599827546, -0.019800950141, -0.2124378278058, -0.2124390549268, 0.06557011596002, 0.01349725960285, 0.0655705666699, 0.3590028418949, 0.01349716682622, 0.0798362641663, 0.01349716682622, 25.00586175951, 25.00562606511, 25.00545886224, 25.0055818375, 0.11127010746, -0.08332348066685, -1.191382779209, -245.4640173745, -248.4957163134, -245.9640173745, -245.4651001043, -248.4956460881, -245.4656073317, -248.4957865388, -0.01039748157956, 0, 0.1022052267183, -0.005142002401466, -0.09342559947162, -0.005142002401466, 0.01227558607149, 0.01233139228908, 0, 0.7944136687837, 0.7948313674262, -0.77062963551, -0.770168582848, -0.01526770592956, 0.3431077109515, 0, 0.3439703282492, 0.3432920444754, 0.3450335260197, 0.3429233774275
2.5, 0.02818097820169, 0.001141620816834, 0, 0, 135.8055063225, 7.328264817826, -119.6519553818, 7.518361401249, 6591.216092707, 6912.980364897, 6049.022016188, 7086.397214038, 3, -96.80037853766, 0, 93.75248154287, 0, -6.158749273201, -0.3313201447069, 5.445651833655, -0.3395888375292, -0.03255702826406, -0.212438723939, -0.2124399561231, 0.06575282583815, 0.01350842453541, 0.06575327780773, 0.3591098253478, 0.01350833168125, 0.080085406902, 0.01350833168125, 25.25629119246, 25.25605577547, 25.2558984609, 25.25602144654, 0.1109405870153, -0.08371110998452, -1.198870221508, -244.9178489756, -247.9495475856, -245.4178489756, -244.9189421616, -247.9494884641, -244.9194289403, -247.9496067071, -0.009601630462521, 0, 0.1026719573462, -0.00432896130353, -0.0930164561723, -0.00432896130353, 0.01221932652668, 0.0122312982469, 0, 0.7943563524559, 0.7947312742658, -0.7706871441814, -0.770268677772, -0.0152677099992, 0.343107035593, 0, 0.3439693797153, 0.3432915215976, 0.3451294032483, 0.3429225495884
2.525, 0.02907230307114, 0.000983924085921, 0, 0, 136.1828524685, 8.818620538559, -127.2766216976, 9.006237015085, 6586.61058037, 6918.654719366, 6477.831702208, 7082.589489302, 3, -96.95048701593, 0, 90.94316751829, 0, -6.176072390395, -0.3987099566545, 5.77607953489, -0.4068276152672, -0.1133610175979, -0.2128480938266, -0.212849260151, 0.06507984765467, 0.01276981182891, 0.06508029672409, 0.3598960541657, 0.01276972371326, 0.08091279293423, 0.01276972371326, 25.50668396539, 25.50644379353, 25.50629208952, 25.5064191643, 0.1021648116628, -0.09246095727949, -1.206588543396, -244.3717688288, -247.4034691583, -244.8717688288, -244.3728639262, -247.4034212407, -244.37334851, -247.403517076, -0.008785181841647, 0, 0.09471799806825, -0.003508602870162, -0.1009462810366, -0.003508602870162, 0.01216199230193, 0.01213648971718, 0, 0.794304051901, 0.7946364688156, -0.7707384156308, -0.7703634893812, -0.01524889894324, 0.343105050831, 0, 0.343979148868, 0.3432794495181, 0.3442170361218, 0.3429306521439
2.55, 0.03427512536103, 0.001318193502151, 0, 0, 139.4503775768, 8.451304474964, -120.7836731957, 8.636022005723, 6588.512023099, 6915.621481774, 6302.577152831, 7084.240188244, 3, -96.93574464335, 0, 91.95337962337, 0, -6.324188490644, -0.3821034113577, 5.487523376807, -0.3900885167919, -0.03023919292424, -0.2127279033002, -0.2127291032369, 0.06545836987834, 0.01313467017674, 0.0654588210497, 0.3595126832879, 0.01313457964575, 0.08052283658676, 0.01313457964575, 25.75702605945, 25.75678920775, 25.75664814687, 25.75677341485, 0.106585963798, -0.08797884300227, -1.214826427783, -243.8257862808, -246.8574862176, -244.3257862808, -243.8268967335, -246.8574484745, -243.827350449, -246.8575239607, -0.008042881243257, 0, 0.09987933344099, -0.002763607252001, -0.09572344731709, -0.002763607252001, 0.01212062957902, 0.01205291381324, 0, 0.7942600627716, 0.7945528923421, -0.7707830139209, -0.7704470647156, -0.01525482639095, 0.3431065211229, 0, 0.3439751177745, 0.3432859027208, 0.3445899210739, 0.3429271395249
2.575, 0.02871753289646, 0.00127828443582, 0, 0, 137.0911979032, 7.085421566175, -116.7606517482, 7.273309228353, 6592.182693167, 6911.714933868, 5962.882314323, 7087.243540341, 3, -96.78086310651, 0, 94.3071218046, 0, -6.217039578921, -0.3203443934667, 5.317351162513, -0.3285175663548, 0.0345976868693, -0.2124566242394, -0.2124578762445, 0.06611937948208, 0.01367292133244, 0.06611983404786, 0.3590399124863, 0.01367282733171, 0.08014326555846, 0.01367282733171, 26.00732535799, 26.00709270774, 26.00696344966, 26.0070857741, 0.1127008156557, -0.08190969795702, -1.223596516214, -243.2798974071, -246.3115958948, -243.7798974071, -243.281024136, -246.3115680718, -243.2814447134, -246.3116237179, -0.00733072710468, 0, 0.1067029695051, -0.00203724532116, -0.08894388746118, -0.00203724532116, 0.01208868371838, 0.0119775161058, 0, 0.7942234931451, 0.7944774933306, -0.7708205329918, -0.770522461119, -0.0152677215216, 0.3431074812154, 0, 0.3439673257893, 0.3432942137702, 0.3453126785431, 0.3429207486606
2.6, 0.02419490329968, 0.000929738864288, 0, 0, 134.6772545038, 8.025243930476, -125.6403925434, 8.212835165217, 6588.464898021, 6917.083232298, 6312.977239139, 7084.023439854, 3, -96.85386349169, 0, 92.1403473194, 0, -6.10772760487, -0.3628389028298, 5.707924760994, -0.3709812328632, -0.05742017079622, -0.2127812118962, -0.2127824047674, 0.06554196533739, 0.01300392239825, 0.06554241731138, 0.3597805953199, 0.01300383272352, 0.0809471714656, 0.01300383272352, 26.25759204349, 26.25735500636, 26.2572312733, 26.25735710833, 0.1046749579291, -0.0899662616824, -1.232492502284, -242.7340944943, -245.7657941657, -243.2340944943, -242.7352226951, -245.7657766773, -242.7356416, -245.765811654, -0.006580749645292, 0, 0.09943176480344, -0.001280522870741, -0.0962471002929, -0.001280522870741, 0.01205211164936, 0.01190584968169, 0, 0.7941912063023, 0.7944058293327, -0.7708518924078, -0.7705941299693, -0.01525300784989, 0.3431051968311, 0, 0.3439752079425, 0.343282792792, 0.3445677896567, 0.3429276008702
2.625, 0.02977941405898, 0.00110629512747, 0, 0, 137.8789785013, 8.716628751331, -125.4604460576, 8.896859844259, 6586.816067173, 6918.654427551, 6473.517523983, 7082.570151457, 3, -96.9394821859, 0, 90.95429398813, 0, -6.253008097498, -0.3941016623231, 5.693781883526, -0.4018868905907, -0.05060339314344, -0.2129397746582, -0.2129409451693, 0.06527207830061, 0.01276832830117, 0.06527252908456, 0.3599678682242, 0.01276824011984, 0.08108719050446, 0.01276824011984, 26.50781296618, 26.50757506888, 26.50745828049, 26.50758536328, 0.1022216074186, -0.09235606684063, -1.241602225859, -242.1883851321, -245.2200856954, -242.6883851321, -242.1895206496, -245.2200777751, -242.1899255185, -245.2200936157, -0.005875894119521, 0, 0.09768492762997, -0.0005799365074897, -0.09793132537927, -0.0005799365074897, 0.01202431219349, 0.01184313478133, 0, 0.7941653551284, 0.7943431153113, -0.7708774006647, -0.7706568457487, -0.01524616685843, 0.3431050717156, 0, 0.3439787089622, 0.343279450141, 0.344226213734, 0.3429306932902
2.65, 0.02899246444402, 0.001312767053572, 0, 0, 138.2092382274, 7.162354480705, -117.0959983359, 7.341236154367, 6591.551562935, 6912.947861751, 6040.234837541, 7086.345348462, 3, -96.77984247294, 0, 93.79104125169, 0, -6.267776551547, -0.3238225482706, 5.329609601569, -0.3315884320688, 0.06173092908013, -0.2125752136454, -0.2125764523676, 0.06603417686954, 0.01350691640502, 0.06603463135651, 0.3592053383987, 0.01350682344189, 0.08033770096974, 0.01350682344189, 26.75798468704, 26.75775270522, 26.75764764624, 26.75777067118, 0.1110417880593, -0.08354040423709, -1.251180736853, -241.6427729303, -244.6744719067, -242.1427729303, -241.6439266577, -244.6744726674, -241.6442940517, -244.674471146, -0.005245273153863, 0, 0.1071307309148, 5.569726422439e-05, -0.08848826621102, 5.569726422439e-05, 0.01201205261767, 0.01179096171114, 0, 0.7941475942923, 0.794290939968, -0.7708963420678, -0.7707090165457, -0.0152635457075, 0.3431071253491, 0, 0.3439686623684, 0.3432915907553, 0.3451480972272, 0.3429226599428
2.675, 0.02122233727, 0.0009736281996792, 0, 0, 134.3447234114, 6.950376278763, -121.9587452339, 7.129971697282, 6590.982170626, 6914.821397298, 6101.863258101, 7085.542884344, 3, -96.72475525374, 0, 93.57320049058, 0, -6.092536922848, -0.3142364148392, 5.548622135278, -0.322053145948, 0.02068427327104, -0.2126331463162, -0.21263436774, 0.06590339105177, 0.01329846762925, 0.06590384488587, 0.3594620121224, 0.01329837605091, 0.08066083252095, 0.01329837605091, 27.00812205588, 27.00788897096, 27.00779097033, 27.00791490021, 0.1084624723772, -0.0861883845891, -1.2609030627, -241.0972483049, -244.1289472465, -241.5972483049, -241.0984078085, -244.1289569952, -241.0987639564, -244.1289374979, -0.004594163489886, 0, 0.1052038057918, 0.0007138098901775, -0.09048387803799, 0.0007138098901775, 0.01199798628147, 0.01174304767602, 0, 0.7941344934139, 0.7942430265384, -0.7709092105243, -0.7707569311864, -0.01526115910815, 0.3431059862034, 0, 0.3439698641535, 0.3432876048017, 0.3450169703232, 0.342924367605
2.7, 0.02330820113729, 0.000871730609717, 0, 0, 135.4754318549, 8.240046256652, -128.42376914, 8.412105844594, 6586.794760735, 6920.106994083, 6504.205298225, 7081.720241488, 3, -96.85670702007, 0, 90.90863104814, 0, -6.1439972331, -0.3725486323923, 5.827200954958, -0.3799918326635, -0.04727918875782, -0.2129840981474, -0.2129852532956, 0.0651411969233, 0.01258897534908, 0.06514164699066, 0.3601149020852, 0.01258888837023, 0.08126565762826, 0.01258888837023, 27.2582208492, 27.25798350225, 27.25788933587, 27.25801690776, 0.1004626797257, -0.09416019236107, -1.270578845384, -240.551812501, -243.5835130388, -241.051812501, -240.5529722798, -243.5835315454, -240.5533289603, -243.5834945323, -0.003945070267586, 0, 0.09785762470298, 0.001355075443241, -0.09780391563803, 0.001355075443241, 0.01198378404424, 0.0117007416973, 0, 0.7941257022981, 0.7942007225905, -0.7709169200941, -0.770799239196, -0.01524521504849, 0.3431044308293, 0, 0.3439787487471, 0.3432763598117, 0.3441609191439, 0.3429325018468
2.725, 0.02721917455584, 0.001191999213779, 0, 0, 138.1962174413, 7.356633878939, -120.7223222779, 7.521982301705, 6589.822514922, 6916.054419852, 6235.580403889, 7083.914918931, 3, -96.78210891247, 0, 92.54990489317, 0, -6.267257445243, -0.3326039620689, 5.487212289557, -0.339761613002, 0.05172098249973, -0.2127461341929, -0.2127473320155, 0.06554276970604, 0.01307560910782, 0.06554322153657, 0.3595230705687, 0.01307551896847, 0.08060403056205, 0.01307551896847, 27.5082683916, 27.50803542322, 27.50795052361, 27.50807536851, 0.1066246764486, -0.0879599767132, -1.280530341759, -240.0064744412, -243.0381741209, -240.5064744412, -240.0076486742, -243.0382001949, -240.0079755774, -243.0381480469, -0.003384225188489, 0, 0.1045768565863, 0.001909174450109, -0.09104559799856, 0.001909174450109, 0.01198548770687, 0.01166931550768, 0, 0.7941243578338, 0.7941692946969, -0.7709189785322, -0.7708306636815, -0.01525660350019, 0.3431064066625, 0, 0.3439723291576, 0.3432849816569, 0.3447324665206, 0.3429278316681
2.75, 0.02022336634988, 0.001049583155415, 0, 0, 135.0618602856, 6.031875376839, -118.7694285289, 6.195832256329, 6592.812939703, 6913.39711424, 5970.182113757, 7085.952548633, 3, -96.6221726132, 0, 94.44028235017, 0, -6.124974673785, -0.2727048274846, 5.408579716518, -0.2798490716211, 0.0918172364506, -0.2125017463631, -0.2125029780919, 0.06592676289463, 0.01344132409938, 0.06592721632873, 0.3591467656943, 0.01344123165163, 0.08025745705596, 0.01344123165163, 27.75827538403, 27.75804553952, 27.75796945864, 27.75809206999, 0.1109533231663, -0.08369956416787, -1.290685317961, -239.461228268, -242.4929266543, -239.961228268, -239.4624141157, -242.4929601037, -239.4627169443, -242.4928932048, -0.002847315132787, 0, 0.1094395432835, 0.002449214590601, -0.08624986942434, 0.002449214590601, 0.01199269017158, 0.01164433463868, 0, 0.7941286842866, 0.7941443123916, -0.7709152526474, -0.7708556431142, -0.01526811507507, 0.3431070653854, 0, 0.3439659808452, 0.3432906349914, 0.3452971461069, 0.3429234957794
2.775, 0.01692847253346, 0.0007246658226778, 0, 0, 133.4642686851, 7.059459393262, -128.0009648499, 7.219106646539, 6588.65545132, 6919.402820961, 6375.376143768, 7081.983409934, 3, -96.72729775846, 0, 91.87412555611, 0, -6.052698929992, -0.3191636821699, 5.812805794098, -0.3260920241716, -0.2771125853151, -0.2128356789606, -0.2128368385626, 0.06510562127766, 0.01266432696318, 0.06510607047252, 0.3598354725366, 0.01266423958561, 0.08091698347052, 0.01266423958561, 28.00824883628, 28.00801430686, 28.00794106721, 28.00806739009, 0.1023426952464, -0.09233516783204, -1.285677685905, -238.9160680332, -241.9477677435, -239.4160680332, -238.9172520528, -241.9478087992, -238.9175594466, -241.9477266878, -0.00228314973738, 0, 0.1013976131295, 0.003006155810309, -0.09431846040741, 0.003006155810309, 0.01199415649701, 0.01162237449687, 0, 0.7941358954222, 0.7941223543051, -0.7709068511092, -0.7708776053114, -0.01525277532093, 0.3431048998837, 0, 0.343974800449, 0.3432778579529, 0.3444350264187, 0.3429319418146
2.8, 0.02313714547576, 0.001047006498541, 0, 0, 138.1539561294, 7.266154087715, -124.3983302562, 7.415435687754, 6588.16957804, 6919.53608841, 6432.819854891, 7081.282163799, 3, -96.9179500116, 0, 91.2052128593, 0, -6.265419169879, -0.3285087078086, 5.647014924258, -0.3349582189029, -0.5144949766864, -0.2128638934945, -0.2128650438731, 0.06489182327012, 0.01259932197789, 0.06489227110859, 0.359521920045, 0.01259923502578, 0.08044951380822, 0.01259923502578, 28.25817362417, 28.25794065391, 28.25787382091, 28.25799934556, 0.1037437684233, -0.0908550667502, -1.216962465647, -238.3710026606, -241.4027027139, -238.8710026606, -238.3721955819, -241.402750442, -238.372484922, -241.4026549859, -0.001779477169495, 0, 0.1033013873985, 0.003494718845473, -0.09233637126227, 0.003494718845473, 0.01200594165864, 0.01160919787037, 0, 0.7941488404347, 0.7941091774958, -0.7708937264534, -0.7708907817551, -0.01525174905152, 0.3431055042022, 0, 0.3439758460187, 0.343277574491, 0.3443128098345, 0.3429334339134
2.825, 0.02269325074541, 0.00137818561298, 0, 0, 140.4302102949, 5.482557592068, -114.1486406806, 5.626375357511, 6592.677913493, 6913.771189775, 5997.086957425, 7085.17005568, 3, -97.06104946176, 0, 93.79261465435, 0, -6.368471863781, -0.2478665469712, 5.197045197792, -0.2541246135507, -0.5750521557934, -0.2124534315657, -0.2124546496807, 0.06560673811153, 0.01335123236407, 0.06560718913938, 0.3583185053224, 0.01335114057772, 0.07913942927631, 0.01335114057772, 28.50804965932, 28.50782449831, 28.50776921956, 28.50788873981, 0.1155315637076, -0.07904340196073, -1.081793424256, -237.8260335381, -240.8577317299, -238.3260335381, -237.8272460741, -240.8577858014, -237.8274945004, -240.8576776584, -0.001314004325728, 0, 0.1155477762084, 0.003959195245718, -0.08006457122449, 0.003959195245718, 0.01203258943463, 0.01160485718712, 0, 0.7941699180155, 0.7941048340745, -0.7708737273796, -0.7708951197002, -0.01527101865234, 0.3431074999982, 0, 0.3439662992618, 0.3432898392123, 0.3452399111857, 0.3429251607841
2.85, 0.02069614085024, 0.001367305516843, 0, 0, 141.7967046124, 5.533294863588, -115.907134782, 5.676356528655, 6590.454645251, 6916.308826025, 6163.59100235, 7084.053124846, 3, -97.60615716449, 0, 92.33762112493, 0, -6.430583345612, -0.250160237271, 5.27095411388, -0.2563903654578, -0.8086769306832, -0.2125557244439, -0.2125569183023, 0.06539639301419, 0.01306655744786, 0.06539684302902, 0.3580052972868, 0.01306646753208, 0.07872565061185, 0.01306646753208, 28.75789029958, 28.75766648171, 28.75761982809, 28.75773762909, 0.1166927149755, -0.07785541810099, -0.8813517925175, -237.2811510341, -240.3128493671, -237.7811510341, -237.2823736603, -240.3129114679, -237.2826017662, -240.3127872662, -0.0007324830746637, 0, 0.1172899398338, 0.004547113521251, -0.07829645040919, 0.004547113521251, 0.01206028664204, 0.01160317077327, 0, 0.7941987178349, 0.7941031479609, -0.770844414508, -0.7708968064143, -0.01526642915329, 0.3431059890025, 0, 0.3439710412815, 0.3432844403795, 0.3448856510295, 0.3429275376254
2.875, 0.0347151646543, 0.001942787022419, 0, 0, 151.3783416124, 6.757215694619, -112.4080712361, 6.894996730666, 6585.577161983, 6919.291337123, 6516.189873564, 7082.126346447, 3, -98.5845186641, 0, 89.06785532855, 0, -6.865423533526, -0.3054996431745, 5.09992775148, -0.3114473969616, -1.034349250293, -0.2128126919979, -0.2128138530487, 0.06510899965119, 0.01268414519211, 0.06510944877233, 0.357709130022, 0.0126840576967, 0.07819588568147, 0.0126840576967, 29.00768760907, 29.00746536987, 29.00742911085, 29.00754517338, 0.1179239677138, -0.07643898791005, -0.6181393326641, -236.7363587142, -239.7680582362, -237.2363587142, -236.7375949036, -239.768130794, -236.7377959776, -239.7679856785, 2.505194300545e-05, 0, 0.1192792478234, 0.005312782829093, -0.07612408916561, 0.005312782829093, 0.01210127025303, 0.0116069559199, 0, 0.794241422115, 0.7941069333814, -0.7708008995548, -0.7708930215416, -0.01525482611049, 0.3431048663972, 0, 0.3439814298085, 0.3432780951263, 0.3441354457307, 0.3429316376681
2.9, 0.05563328002459, 0.003086789567131, 0, 0, 164.9755423121, 5.935183479977, -93.47198260584, 6.073126344542, 6587.286963068, 6911.796303829, 6172.272667499, 7087.595457661, 3, -99.74609355566, 0, 90.10193894389, 0, -7.482096587603, -0.2683384383131, 4.250119490792, -0.2743004282855, -1.052915593132, -0.212457198839, -0.2124584607374, 0.06647335236884, 0.01369399580447, 0.06647380937064, 0.3560104717537, 0.01369390165833, 0.07627608819344, 0.01369390165833, 29.2574293233, 29.25721946921, 29.25720569425, 29.25731150757, 0.1368457743084, -0.05727140622723, -0.2965107114034, -236.1916643398, -239.2233623774, -236.6916643398, -236.192937738, -239.223449445, -236.1930624087, -239.2232753098, 0.001048379063643, 0, 0.1392161237588, 0.006375217100313, -0.05594063158971, 0.006375217100313, 0.01217943519305, 0.01162076678453, 0, 0.7943096361631, 0.7941207395913, -0.7707339113912, -0.7708792060223, -0.01527173448553, 0.3431070202414, 0, 0.3439778555224, 0.3432940406124, 0.3448671993625, 0.3429199998703
2.925, 0.07585011898011, 0.003888124028246, 0, 0, 175.0082343671, 5.845023990847, -81.6997790937, 6.00311774522, 6586.592610876, 6906.595056407, 6002.901446865, 7092.805524332, 3, -101.1228259937, 0, 90.09269307258, 0, -7.937248193925, -0.2642700589028, 3.719181446822, -0.271129745603, -1.110888711781, -0.2122564761472, -0.2122578336907, 0.06811168720996, 0.01450499204289, 0.06811215459086, 0.3546383708891, 0.01450489250941, 0.07488640930686, 0.01450489250941, 29.50712686522, 29.50692839909, 29.50694463389, 29.50704003487, 0.1543297827509, -0.03958947034074, 0.07833521696615, -235.6470601531, -238.6787569776, -236.1470601531, -235.6483775791, -238.6788669254, -235.6484128473, -238.6786470298, 0.00263803427865, 0, 0.1582837066539, 0.00805053535789, -0.03667431750929, 0.00805053535789, 0.01229397128608, 0.01163944540291, 0, 0.7944127887999, 0.7941394126038, -0.7706317406377, -0.770860521798, -0.01528139361039, 0.3431070096641, 0, 0.3439793839252, 0.3433051059002, 0.3452275743879, 0.342908913428
2.95, 0.1131106203535, 0.004916787417635, 0, 0, 188.6342860475, 8.922260194666, -73.76307478859, 9.118537910946, 6578.088399528, 6907.527551558, 6446.127170769, 7094.118724881, 3, -102.834556145, 0, 85.47646706574, 0, -8.555834735918, -0.4034336942202, 3.347673704675, -0.4118696633372, -1.355941383458, -0.212619881581, -0.2126212728893, 0.06936174395108, 0.01453464769143, 0.06936222154105, 0.3548817052622, 0.01453454761261, 0.07521435234877, 0.01453454761261, 29.75678541178, 29.75659082246, 29.75664119208, 29.75673232872, 0.1594157194069, -0.03420177506894, 0.5004809509649, -235.1025419431, -238.1342402371, -235.6025419431, -235.1039019662, -238.1343852014, -235.1038527566, -238.1340952727, 0.005079801562732, 0, 0.1658146535069, 0.01061449812143, -0.02884312259255, 0.01061449812143, 0.01245190363201, 0.01166151590126, 0, 0.7945631579701, 0.7941614772959, -0.7704810639566, -0.7708384454934, -0.01526496541825, 0.3431046205812, 0, 0.3439974685994, 0.343303121823, 0.3442845391571, 0.3429061193394
2.975, 0.1688465605015, 0.006713813952688, 0, 0, 209.5810168931, 11.8977650224, -52.222453286, 12.15930047003, 6573.646856038, 6899.536982279, 6405.297239267, 7101.498090202, 3, -104.7546893386, 0, 83.8084229697, 0, -9.506287832522, -0.5380384191565, 2.370296397923, -0.5492161952371, -1.427883683794, -0.2126316507094, -0.212633202898, 0.07224565124696, 0.01573189926523, 0.07224614874915, 0.3543084831576, 0.01573179093054, 0.07486024921097, 0.01573179093054, 30.00638646566, 30.00620399176, 30.00630740918, 30.00638831701, 0.1778987672397, -0.01528264672387, 0.9626692212198, -234.558118938, -237.5898175467, -235.058118938, -234.5595516627, -237.5900123787, -234.5593571893, -237.5896227148, 0.008558130574056, 0, 0.1877742698142, 0.01426587933566, -0.006446817428497, 0.01426587933566, 0.01268666054785, 0.01169417002578, 0, 0.7947794663438, 0.7941941162744, -0.7702662995949, -0.7708057762228, -0.01526494878831, 0.3431052689045, 0, 0.3440069398108, 0.3433201211389, 0.3443714140643, 0.3428904166701
3, 0.2266116168678, 0.008341014775361, 0, 0, 227.5365356927, 14.77984286884, -32.13552191148, 15.17481778167, 6572.633050164, 6886.369626797, 6003.542751253, 7113.700791765, 3, -106.6839569488, 0, 85.06547037905, 0, -10.32089666335, -0.6684643621161, 1.462195144948, -0.6854049756267, -1.345250532396, -0.2124416276942, -0.2124434481729, 0.07659594475231, 0.01770811695368, 0.07659647126944, 0.3528408039437, 0.01770799522769, 0.07402088696293, 0.01770799522769, 30.25593002522, 30.25576652207, 30.25594647857, 30.25601100251, 0.2078523187561, 0.01505710155797, 1.457262350019, -234.0137896558, -237.0454874774, -234.5137896558, -234.0153278189, -237.0457515938, -234.0149231542, -237.045223361, 0.01338663347401, 0, 0.2225501893423, 0.01933898346567, 0.02871830758403, 0.01933898346567, 0.01301430462201, 0.01173793250843, 0, 0.7950789523661, 0.7942378505628, -0.7699699341323, -0.770761985546, -0.01527402500136, 0.3431062916786, 0, 0.3440091511837, 0.3433481333319, 0.3452262166885, 0.3428644500253
3.025, 0.2941385286023, 0.009899546194358, 0, 0, 242.5822849356, 21.56138873245, -18.88753436803, 22.15583629166, 6562.91308352, 6881.180214586, 6275.091282911, 7121.441677709, 3, -108.678637894, 0, 81.26661254479, 0, -11.00417008631, -0.975400585502, 0.8575489727838, -1.000873290881, -1.527158286241, -0.2129996700663, -0.2130016916057, 0.08058791302984, 0.01871533200084, 0.08058846990173, 0.3535112933709, 0.01871520267423, 0.07572358229644, 0.01871520267423, 30.50543255615, 30.50527762065, 30.50554715335, 30.50560362048, 0.2208391692714, 0.02844591908322, 1.977509115948, -233.4695444785, -236.501244824, -233.9695444785, -233.4711936408, -236.5016025684, -233.4705716852, -236.5008870796, 0.01993993168133, 0, 0.2420965368065, 0.02619456253182, 0.04866757943635, 0.02619456253182, 0.01343636884623, 0.01179034874196, 0, 0.7954770897523, 0.7942902252205, -0.7695734927902, -0.7707095277366, -0.01524790683617, 0.3431035754279, 0, 0.3440298067552, 0.3433591727155, 0.3446484409532, 0.3428479781403
3.05, 0.3829554999514, 0.01229063555349, 0, 0, 265.4746969303, 30.77922783084, 4.019644598827, 31.65061035642, 6551.235455486, 6873.397352434, 6565.722798705, 7130.738384899, 3, -110.9489525942, 0, 76.64937175855, 0, -12.04362539017, -1.39274824833, -0.1820963080796, -1.430000677497, -1.720956881955, -0.2137843543978, -0.2137866407538, 0.08537961629345, 0.02004575772553, 0.08538021063161, 0.3547991510271, 0.02004561818259, 0.07831835171672, 0.02004561818259, 30.75488144947, 30.75473482458, 30.75511646291, 30.755166196, 0.2331019847275, 0.04129610069405, 2.516566344599, -232.9253886689, -235.9570931477, -233.4253886689, -232.927175959, -235.9575716931, -232.926284993, -235.9566146024, 0.02843393766455, 0, 0.2628632957411, 0.03503978567601, 0.07002259035551, 0.03503978567601, 0.01398209113548, 0.01186028570617, 0, 0.7959946705133, 0.7943600914863, -0.7690582340594, -0.770639520074, -0.01521065759717, 0.3431019622597, 0, 0.3440546044971, 0.3433757292988, 0.3440300556221, 0.3428281952207
3.075, 0.4779097935914, 0.01476886044991, 0, 0, 290.2301079865, 39.58892592184, 28.08082383895, 40.91827694205, 6546.684627398, 6854.993851141, 6173.254813009, 7147.844422006, 3, -113.285945274, 0, 77.56512878921, 0, -13.16714636782, -1.791792047479, -1.27601948035, -1.848751609194, -1.5845189117, -0.2142157528753, -0.2142185173465, 0.09223213275515, 0.02281179814864, 0.09223277738841, 0.3540443959356, 0.02281163870845, 0.07937689762412, 0.02281163870845, 31.00426150014, 31.0041360627, 31.00466742101, 31.00469995356, 0.2664049325885, 0.07520687704402, 3.066731556629, -232.3813281883, -235.4130353703, -232.8813281883, -232.3833092738, -235.413665046, -232.38203914, -235.4124056946, 0.03908093163007, 0, 0.3068137378116, 0.04610577031215, 0.1145851784838, 0.04610577031215, 0.01468358705731, 0.01195766502803, 0, 0.7966540052899, 0.7944573496602, -0.7684041945712, -0.7705420196041, -0.01518868261835, 0.3431033363459, 0, 0.3440643149611, 0.3434148794817, 0.3448650843413, 0.3427917932101
