Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,My_L1,Mz_L1
       25.675,             0, 0.270000010729,             0, -5.89663791656, -197.694961548,          6000, -14.259059906, -15.1451721191, 11.3895797729
         25.7,             0, 0.280000001192,             0, -5.89584732056, -207.603057861,          6000, -14.1727457047, -15.1451692581, 11.8642597198
       25.725,             0, 0.289999991655,             0, -5.89502811432, -217.513275146,          6000, -14.0864124298, -15.1451663971, 12.3386335373
        25.75,             0, 0.300000011921,             0, -5.89418125153, -227.425582886,          6000, -14.0000610352, -15.1451635361, 12.8126878738
       25.775,             0, 0.310000002384,             0, -5.89330625534, -237.339935303,          6000, -13.9136915207, -15.145160675, 13.2864112854
         25.8,             0, 0.319999992847,             0, -5.89240312576, -247.256286621,          6000, -13.8273048401, -15.145157814, 13.7597904205
       25.825,             0, 0.330000013113,             0, -5.89147233963, -257.174621582,          6000, -13.7409009933, -15.1451539993, 14.2328138351
        25.85,             0, 0.340000003576,             0, -5.89051294327, -267.094848633,          6000, -13.6544799805, -15.1451511383, 14.7054700851
       25.875,             0, 0.34999999404,             0, -5.88952589035, -277.016998291,          6000, -13.5680427551, -15.1451473236, 15.1777467728
         25.9,             0, 0.360000014305,             0, -5.88851070404, -286.940979004,          6000, -13.4815893173, -15.1451444626, 15.6496305466
       25.925,             0, 0.370000004768,             0, -5.88746738434, -296.866790771,          6000, -13.3951206207, -15.1451406479, 16.1211109161
        25.95,             0, 0.379999995232,             0, -5.88639593124, -306.794342041,          6000, -13.3086357117, -15.1451368332,   16.59217453
       25.975,             0, 0.389999985695,             0, -5.88529634476, -316.723632812,          6000, -13.2221355438, -15.1451330185, 17.0628089905
           26,             0, 0.40000000596,             0, -5.88416862488, -326.654602051,          6000, -13.1356210709, -15.1451292038, 17.5330028534
       26.025,             0, 0.409999996424,             0, -5.88301277161, -336.587219238,          6000, -13.0490922928, -15.1451253891, 18.0027446747
        26.05,             0, 0.419999986887,             0, -5.88182878494, -346.521453857,          6000, -12.9625492096, -15.1451215744, 18.4720191956
       26.075,             0, 0.430000007153,             0, -5.88061666489, -356.457244873,          6000, -12.8759918213, -15.1451177597, 18.9408187866
         26.1,             0, 0.439999997616,             0, -5.87937641144, -366.394592285,          6000, -12.7894220352, -15.1451129913, 19.4091281891
       26.125,             0, 0.449999988079,             0, -5.8781080246, -376.333374023,          6000, -12.7028388977, -15.1451091766, 19.8769359589
        26.15,             0, 0.460000008345,             0, -5.87681150436, -386.273620605,          6000, -12.6162433624, -15.1451044083, 20.3442287445
       26.175,             0, 0.469999998808,             0, -5.87548685074, -396.215270996,          6000, -12.5296344757, -15.1450996399, 20.8109970093
         26.2,             0, 0.479999989271,             0, -5.87413454056, -406.158294678,          6000, -12.4430150986, -15.1450958252, 21.2772254944
       26.225,             0, 0.490000009537,             0, -5.87275362015, -416.102630615,          6000, -12.3563833237, -15.1450910568, 21.7429046631
        26.25,             0,           0.5,             0, -5.87134456635, -426.048217773,          6000, -12.2697401047, -15.1450862885, 22.2080211639
       26.275,             0, 0.509999990463,             0, -5.86990737915, -435.995056152,          6000, -12.1830863953, -15.1450815201, 22.6725616455
         26.3,             0, 0.519999980927,             0, -5.86844158173, -445.943084717,          6000, -12.0964221954, -15.145075798,  23.136516571
       26.325,             0, 0.52999997139,             0, -5.86694812775, -455.892272949,          6000, -12.0097475052, -15.1450710297, 23.5998725891
        26.35,             0, 0.540000021458,             0, -5.86542654037, -465.842590332,          6000, -11.9230642319, -15.1450662613, 24.0626163483
       26.375,             0, 0.550000011921,             0, -5.86387681961, -475.793945312,          6000, -11.8363704681, -15.1450605392, 24.5247364044
         26.4,             0, 0.560000002384,             0, -5.86229896545, -485.746307373,          6000, -11.7496681213, -15.1450548172, 24.9862213135
       26.425,             0, 0.569999992847,             0, -5.86069297791, -495.699676514,          6000, -11.6629571915, -15.1450500488,  25.447057724
        26.45,             0, 0.579999983311,             0, -5.85905838013, -505.653991699,          6000, -11.5762376785, -15.1450443268, 25.9072341919
       26.475,             0, 0.589999973774,             0, -5.85739612579, -515.609191895,          6000, -11.4895095825, -15.1450386047, 26.3667373657
         26.5,             0, 0.600000023842,             0, -5.85570573807, -525.565246582,          6000, -11.4027748108, -15.1450328827, 26.8255577087
       26.525,             0, 0.610000014305,             0, -5.85398721695, -535.522094727,          6000, -11.3160333633, -15.1450271606, 27.2836818695
        26.55,             0, 0.620000004768,             0, -5.85224056244, -545.479675293,          6000, -11.2292842865, -15.1450214386, 27.7410964966
       26.575,             0, 0.629999995232,             0, -5.8504652977, -555.438049316,          6000, -11.1425294876, -15.1450147629, 28.1977901459
         26.6,             0, 0.639999985695,             0, -5.8486623764, -565.397033691,          6000, -11.055768013, -15.1450090408, 28.6537513733
       26.625,             0, 0.649999976158,             0, -5.84683132172, -575.356689453,          6000, -10.9690008163, -15.1450023651, 29.1089668274
        26.65,             0, 0.660000026226,             0, -5.84497213364, -585.316894531,          6000, -10.8822288513, -15.1449966431, 29.5634250641
       26.675,             0, 0.670000016689,             0, -5.84308481216, -595.277709961,          6000, -10.7954521179, -15.1449899673, 30.0171146393
         26.7,             0, 0.680000007153,             0, -5.84116983414, -605.238952637,          6000, -10.7086706161, -15.1449832916, 30.4700222015
       26.725,             0, 0.689999997616,             0, -5.83922624588, -615.200683594,          6000, -10.6218852997, -15.1449766159, 30.9221363068
        26.75,             0, 0.699999988079,             0, -5.83725500107, -625.162841797,          6000, -10.5350961685, -15.1449699402, 31.3734436035
       26.775,             0, 0.709999978542,             0, -5.83525514603, -635.125305176,          6000, -10.4483041763, -15.1449632645, 31.8239345551
         26.8,             0, 0.72000002861,             0, -5.83322763443, -645.088134766,          6000, -10.3615083694, -15.1449565887, 32.2735977173
       26.825,             0, 0.730000019073,             0, -5.83117198944, -655.051208496,          6000, -10.2747106552, -15.1449489594, 32.7224159241
        26.85,             0, 0.740000009537,             0, -5.8290886879, -665.014526367,          6000, -10.1879110336, -15.1449422836, 33.1703796387
       26.875,             0,          0.75,             0, -5.82697725296, -674.978027344,          6000, -10.101108551, -15.1449346542, 33.6174812317
         26.9,             0, 0.759999990463,             0, -5.82483768463, -684.941650391,          6000, -10.0143060684, -15.1449279785, 34.0637016296
       26.925,             0, 0.769999980927,             0, -5.82266998291, -694.905334473,          6000, -9.92750167847, -15.1449203491, 34.5090332031
        26.95,             0, 0.77999997139,             0, -5.82047462463, -704.86907959,          6000, -9.84069728851, -15.1449127197, 34.9534645081
       26.975,             0, 0.790000021458,             0, -5.81825113297, -714.832824707,          6000, -9.75389289856, -15.1449050903, 35.3969802856
           27,             0, 0.800000011921,             0, -5.8159995079, -724.796508789,          6000, -9.66708850861, -15.1448974609, 35.8395690918
       27.025,             0, 0.810000002384,             0, -5.81372022629, -734.760131836,          6000, -9.58028507233, -15.1448898315, 36.2812232971
        27.05,             0, 0.819999992847,             0, -5.81141328812, -744.723571777,          6000, -9.49348258972, -15.1448812485, 36.7219238281
