Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,My_L1,Mz_L1
          0.7,             0,             0, -4.71999979019, 19.4930019379, 358.990966797,          4000, 98.7241287231, -10.5152683258, 15.1855297089
        0.725,             0,             0, -4.71000003815, 19.4929618835, 358.377075195,          4000, 98.4915771484, -10.5152711868, 15.1539974213
         0.75,             0,             0, -4.69999980927, 19.4929199219, 357.763214111,          4000, 98.2590255737, -10.5152750015, 15.1224622726
        0.775,             0,             0, -4.69000005722, 19.4928798676,  357.14932251,          4000,  98.026473999, -10.5152778625, 15.0909252167
          0.8,             0,             0, -4.67999982834, 19.4928379059, 356.535430908,          4000, 97.7939224243, -10.5152816772,  15.059387207
        0.825,             0,             0, -4.67000007629, 19.4927978516, 355.921539307,          4000, 97.5613632202, -10.5152845383, 15.0278463364
         0.85,             0,             0, -4.65999984741, 19.4927577972, 355.307678223,          4000, 97.3288116455, -10.5152873993, 14.9963035583
        0.875,             0,             0, -4.65000009537, 19.4927158356, 354.693786621,          4000, 97.0962600708, -10.5152902603, 14.9647598267
          0.9,             0,             0, -4.63999986649, 19.4926757812,  354.07989502,          4000, 96.8637008667, -10.515294075, 14.9332132339
        0.925,             0,             0, -4.63000011444, 19.4926357269, 353.466003418,          4000,  96.631149292, -10.515296936, 14.9016656876
         0.95,             0,             0, -4.61999988556, 19.4925956726, 352.852111816,          4000, 96.3985977173, -10.5152997971, 14.8701152802
        0.975,             0,             0, -4.61000013351, 19.4925556183, 352.238250732,          4000, 96.1660385132, -10.5153036118, 14.8385639191
            1,             0,             0, -4.59999990463,  19.492515564, 351.624359131,          4000, 95.9334869385, -10.5153064728,  14.807009697
        1.025,             0,             0, -4.59000015259, 19.4924755096, 351.010467529,          4000, 95.7009277344, -10.5153093338, 14.7754545212
         1.05,             0,             0, -4.57999992371, 19.4924373627, 350.396575928,          4000, 95.4683761597, -10.5153121948,  14.743897438
        1.075,             0,             0, -4.57000017166, 19.4923973083, 349.782684326,          4000, 95.2358169556, -10.5153160095, 14.7123384476
          1.1,             0,             0, -4.55999994278, 19.4923591614, 349.168792725,          4000, 95.0032577515, -10.5153188705, 14.6807775497
        1.125,             0,             0, -4.55000019073, 19.4923191071, 348.554901123,          4000, 94.7707061768, -10.5153217316, 14.6492147446
         1.15,             0,             0, -4.53999996185, 19.4922809601, 347.940979004,          4000, 94.5381469727, -10.5153245926,  14.617650032
