Time,Alpha_L1,Alpha_L2,Alpha_R1,Alpha_R2,AVz,Ay,Bk_Stat,Fx_L1,Fx_L2,Fx_R1,Fx_R2,Fy_L1,Fy_L2,Fy_R1,Fy_R2,Fz_L1,Fz_L2,Fz_R1,Fz_R2,GearStat,Lat_Targ,Lat_Veh,Pitch,PitchGL1,PitchGL2,PitchGR1,PitchGR2,PitchO1,Roll,RollGL1,RollGL2,RollGR1,RollGR2,RollO_1,Roll_E,Roll_L1,Roll_L2,Roll_R1,Roll_R2,Rot_L1,Rot_L2,Rot_R1,Rot_R2,Station,Steer_L1,Steer_R1,Steer_SW,VisO_1,Vx,VxTarget,Vxz_Fwd,Xctc_L1,Xctc_L2,Xctc_R1,Xctc_R2,Xo,X_L1,X_L2,X_Obj_1,X_R1,X_R2,Yaw,YawO_1,Yaw_L1,Yaw_L2,Yaw_R1,Yaw_R2,Yctc_L1,Yctc_L2,Yctc_R1,Yctc_R2,Yo,Y_L1,Y_L2,Y_Obj_1,Y_R1,Y_R2,Zgnd_L1,Zgnd_L2,Zgnd_R1,Zgnd_R2,Zo,Z_L1,Z_L2,Z_Obj_1,Z_R1,Z_R2
        1.525, -0.0460195913911, 0.0254504568875, 0.0460195913911, -0.0254504568875, -1.44230927962e-15, -9.79803310328e-17,             0, 274.981536865, -20.963388443, 274.981536865, -20.963388443, 69.2858810425, -22.9445571899, -69.2858810425, 22.9445571899, 4516.13720703, 2711.03540039, 4516.13720703, 2711.03540039,             6,             0, 1.01974878855e-15, -0.0390272662044,             0,             0,             0,             0,             0, -1.09983945948e-15,             0,             0,             0,             0,             0, -1.09983967124e-15, -0.0816782191396, 0.0601475462317, 0.0816782191396, -0.0601475462317, 24.8888034821,  24.834444046, 24.8888034821,  24.834444046, 50.7271690369, 0.0460549220443, -0.0460549220443, -1.14116114019e-13,             1, 119.892379761,           120,  119.89238739, 50.7268791199,  47.817024231, 50.7268791199,  47.817024231, 50.7271690369, 50.7268791199,  47.817024231, 67.3788909912, 50.7268791199,  47.817024231, 2.66397177043e-15,             0, 0.0459992997348, -0.0254940595478, -0.0459992997348, 0.0254940595478, 0.837186932564, 0.837808609009, -0.837186932564, -0.837808609009, 1.01974878855e-15, 0.837639033794, 0.837468624115,             0, -0.837639033794, -0.837468624115,             0,             0,             0,             0, -0.00144965958316, 0.317148417234, 0.323884010315,             0, 0.317148417234, 0.323884010315
         1.55, -0.0460534766316, 0.0253950487822, 0.0460534766316, -0.0253950487822, -2.06889745543e-15, -1.93541416854e-16,             0, 273.782287598, -20.9381790161, 273.782287598, -20.9381790161, 69.3389434814, -22.8940238953, -69.3389434814, 22.8940238953, 4516.37353516, 2710.81665039, 4516.37353516, 2710.81665039,             6,             0, 1.01242025949e-15, -0.038989815861,             0,             0,             0,             0,             0, -1.05570681947e-15,             0,             0,             0,             0,             0, -1.05570713711e-15, -0.0817400738597, 0.0600204393268, 0.0817400738597, -0.0600204393268, 25.2974834442, 25.2420520782, 25.2974834442, 25.2420520782, 51.5597686768, 0.0460919551551, -0.0460919551551, -1.12894306262e-13,             1, 119.896286011,           120,  119.89629364, 51.5594787598, 48.6496238708, 51.5594787598, 48.6496238708, 51.5597686768, 51.5594787598, 48.6496238708, 68.2120285034, 51.5594787598, 48.6496238708, 2.62279199315e-15,             0, 0.0460363402963, -0.0254406649619, -0.0460363402963, 0.0254406649619, 0.837186634541, 0.837807953358, -0.837186634541, -0.837807953358, 1.01242025949e-15, 0.837639093399, 0.83746868372,             0, -0.837639093399, -0.83746868372, 5.55111512313e-17,             0, 5.55111512313e-17,             0, -0.00144587026443, 0.317147523165, 0.32388484478,             0, 0.317147523165, 0.32388484478
        1.575, -0.0460817180574, 0.0253379270434, 0.0460817180574, -0.0253379270434, -9.94737493805e-16, -2.20617936744e-17,             0, 272.623382568,  -20.91381073, 272.623382568,  -20.91381073, 69.3832321167, -22.8418865204, -69.3832321167, 22.8418865204,  4516.6015625, 2710.60595703,  4516.6015625, 2710.60595703,             6,             0, 1.00396792947e-15, -0.0389347858727,             0,             0,             0,             0,             0, -1.05691415906e-15,             0,             0,             0,             0,             0, -1.05691437081e-15, -0.0817918926477, 0.0598881989717, 0.0817918926477, -0.0598881989717, 25.7061748505, 25.6496734619, 25.7061748505, 25.6496734619, 52.3923912048, 0.0461230538785, -0.0461230538785, -1.11770727222e-13,             1, 119.900047302,           120, 119.900054932, 52.3921051025, 49.4822463989, 52.3921051025, 49.4822463989, 52.3923912048, 52.3921051025, 49.4822463989, 69.0451812744, 52.3921051025, 49.4822463989, 2.5916972019e-15,             0, 0.0460674837232, -0.0253851357847, -0.0460674837232, 0.0253851357847, 0.837186396122, 0.837807297707, -0.837186396122, -0.837807297707, 1.00396792947e-15, 0.837639153004, 0.837468802929,             0, -0.837639153004, -0.837468802929, 5.55111512313e-17,             0, 5.55111512313e-17,             0, -0.00144280691165,  0.3171466887, 0.32388561964,             0,  0.3171466887, 0.32388561964
          1.6, -0.0461047776043, 0.0252795200795, 0.0461047776043, -0.0252795200795, 6.27873336548e-15, 9.3358270763e-17,             0,  271.50390625, -20.8902606964,  271.50390625, -20.8902606964, 69.4194641113, -22.7885437012, -69.4194641113, 22.7885437012, 4516.82080078, 2710.40283203, 4516.82080078, 2710.40283203,             6,             0, 9.97454881379e-16, -0.0388642437756,             0,             0,             0,             0,             0, -1.00321809355e-15,             0,             0,             0,             0,             0, -1.00321830531e-15, -0.0818344950676, 0.0597519613802, 0.0818344950676, -0.0597519613802, 26.1148719788,  26.057308197, 26.1148719788,  26.057308197, 53.2250442505, 0.0461487025023, -0.0461487025023, -1.12499521146e-13,             1, 119.903678894,           120, 119.903686523, 53.2247581482, 50.3148994446, 53.2247581482, 50.3148994446, 53.2250442505, 53.2247581482, 50.3148994446, 69.8783340454, 53.2247581482, 50.3148994446, 2.65777445387e-15,             0, 0.0460932031274, -0.0253279469907, -0.0460932031274, 0.0253279469907, 0.837186217308, 0.837806642056, -0.837186217308, -0.837806642056, 9.97454881379e-16, 0.837639212608, 0.837468862534,             0, -0.837639212608, -0.837468862534,             0, -5.55111512313e-17,             0, -5.55111512313e-17, -0.00144040770829, 0.317145854235, 0.323886394501,             0, 0.317145854235, 0.323886394501
        1.625, -0.0488711260259, 0.0252390224487, 0.0433752015233, -0.0252013970166, 0.000397143623559, 0.000172986168764,             0,  270.40057373, -20.8591480255, 270.444702148, -20.8758716583, 70.7153396606, -22.7406730652, -68.1805343628, 22.7280235291, 4517.02587891,     2710.1875, 4517.03857422, 2710.22729492,             6,             0, 1.76175277034e-07, -0.0387800820172,             0,             0,             0,             0,             0, 1.22565079437e-05,             0,             0,             0,             0,             0, 1.22565106722e-05, -0.081996075809, 0.0596220754087, 0.0817412361503, -0.0596033968031, 26.5235786438, 26.4649543762, 26.5235805511, 26.4649543762, 54.0577201843, 0.0488213337958, -0.0435174591839, 0.11745608598,             1, 119.907180786,           120, 119.907188416, 54.0574302673, 51.1475753784, 54.0574378967, 51.1475753784, 54.0577201843, 54.0574302673, 51.1475753784, 70.7114944458, 54.0574378967, 51.1475753784, 1.71126350779e-06,             0, 0.0487675592303, -0.0252666473389, -0.04346043244, 0.0252723917365, 0.837185502052, 0.837805986404, -0.837186634541, -0.837805867195, 1.76175277034e-07, 0.837639391422, 0.837468981743, 0.00194551923778, -0.837639093399, -0.837468922138, 5.55111512313e-17,             0, -5.55111512313e-17,             0, -0.00143861479592, 0.317145109177, 0.323887199163,             0, 0.317145049572, 0.323887050152
         1.65, -0.0629140511155, 0.0252473726869, 0.0293652005494, -0.0250732563436, 0.00801501981914, 0.00166417530272,             0, 269.314910889, -20.7383499146, 269.420227051, -20.9524383545, 81.6593093872, -22.7291679382, -57.2088623047, 22.6300144196, 4516.60351562, 2709.49365234, 4517.86767578, 2710.54516602,             6,             0, 5.40381279279e-06, -0.038684014231,             0,             0,             0,             0,             0, 0.00024877380929,             0,             0,             0,             0,             0, 0.000248773867497, -0.0825508087873, 0.0596749149263, 0.0812407359481, -0.05926791206, 26.9322834015, 26.8726119995, 26.9323043823, 26.8726139069, 54.8904190063, 0.0632807612419, -0.0290936287493, 0.68642193079,             1, 119.910552979,           120, 119.910560608, 54.8901100159, 51.9802742004, 54.8901557922, 51.9802780151, 54.8904190063, 54.8901100159, 51.9802742004, 71.5446624756, 54.8901557922, 51.9802780151, 7.62919153203e-05,             0, 0.0633013322949, -0.025115352124, -0.0289624929428, 0.0253050979227, 0.837186813354, 0.837806522846, -0.83718508482, -0.837803959846, 5.40381279279e-06, 0.837643742561, 0.837469160557, 0.0110966619104, -0.837634801865, -0.837468922138,             0,             0,             0,             0, -0.00143737427425, 0.317146658897, 0.323889762163,             0, 0.317141979933, 0.323885858059
        1.675, -0.100580118597, 0.0250416323543, -0.00823078118265, -0.0251585692167, 0.0432384684682, 0.00619185389951,             0, 268.288848877, -20.3831653595, 268.185424805, -21.2616157532, 114.355621338, -22.6436347961, -23.632270813, 22.6051692963, 4513.26171875, 2706.52539062, 4521.61376953, 2713.14868164,             6,             0, 4.01585057261e-05, -0.038577388972,             0,             0,             0,             0,             0, 0.0015196086606,             0,             0,             0,             0,             0, 0.00151960900985, -0.083443723619, 0.0605896152556, 0.0804011821747, -0.0580677762628, 27.3409805298, 27.2802791595,  27.341053009, 27.2802848816, 55.7231407166, 0.103155605495, 0.0107207866386, 1.91565036774,             1, 119.913795471,           120, 119.913803101, 55.7227745056, 52.8129882812, 55.7229385376, 52.8130073547, 55.7231407166, 55.7227706909, 52.8129882812, 72.3778381348, 55.7229385376, 52.8130073547, 0.000626448832918,             0, 0.103725895286, -0.0244146883488, 0.0114013720304, 0.0258860159665, 0.837210834026, 0.837811470032, -0.83716070652, -0.837797522545, 4.01585057261e-05, 0.837672770023, 0.837468922138, 0.0308621246368, -0.837605714798, -0.837469279766,             0,             0,             0,             0, -0.00143663713243, 0.31715914607, 0.323900848627,             0, 0.317128002644, 0.323876142502
          1.7, -0.186515122652, 0.023664901033, -0.0938498452306, -0.0264149308205, 0.151466041803, 0.0176104549319,             0, 267.692260742, -19.4905109406, 265.286682129, -22.0859928131, 195.106903076, -21.962430954, 61.7383804321, 23.1785335541, 4501.62646484, 2697.11401367, 4533.75732422, 2722.16455078,             6,             0, 0.000174138564034, -0.0384603329003,             0,             0,             0,             0,             0, 0.00587014341727,             0,             0,             0,             0,             0, 0.00587014481425, -0.0842432752252, 0.0640495792031, 0.0797255113721, -0.0543215870857, 27.7496528625, 27.6879482269, 27.7498493195, 27.6879768372, 56.5558853149, 0.19655136764, 0.103857330978, 3.99314403534,             1, 119.916847229,           120, 119.916870117, 56.5553627014, 53.6457023621, 56.5558395386, 53.6457862854, 56.5558853149, 56.5553627014, 53.6457023621, 73.2110061646, 56.5558395386, 53.6457862854, 0.00283550703898,             0, 0.199330344796, -0.0218223780394, 0.106746390462, 0.0283582154661, 0.83731931448, 0.837828576565, -0.837050974369, -0.8377789855, 0.000174138564034, 0.837785720825, 0.837466478348, 0.0646053850651, -0.83749216795, -0.837471961975,             0,             0,             0,             0, -0.00143635703716, 0.317202538252, 0.323935925961,             0, 0.317082673311, 0.323842525482
        1.725, -0.311859637499, 0.0182403568178, -0.218269601464, -0.0317120403051, 0.400406211615, 0.0366955511272,             0, 268.743713379, -17.9112491608, 261.761047363, -23.5836353302, 329.450683594, -19.0178031921, 201.504776001, 26.0658187866, 4472.65478516,  2674.2824707, 4563.61621094, 2744.45825195,             6,             0, 0.000558934756555, -0.0383282676339,             0,             0,             0,             0,             0, 0.0169797707349,             0,             0,             0,             0,             0, 0.0169797744602, -0.0813213214278, 0.0730478540063, 0.0829824730754, -0.0450323112309,  28.158290863, 28.0956001282, 28.1587181091, 28.0957050323, 57.3886528015, 0.33844307065, 0.244952857494, 7.07426643372,             1, 119.919631958,           120, 119.919654846, 57.3878479004, 54.4783668518,  57.388885498, 54.4786491394, 57.3886528015, 57.3878440857, 54.4783668518, 74.0441589355,  57.388885498, 54.4786491394, 0.00937721785158,             0, 0.347765803337, -0.014355616644, 0.254385739565, 0.0357027836144, 0.837663531303, 0.837870061398, -0.836703062057, -0.837736070156, 0.000558934756555, 0.838113903999, 0.837456941605, 0.115688823164, -0.837162137032, -0.837481558323,             0,             0,             0, 5.55111512313e-17, -0.00143649533857, 0.317310661077, 0.324021071196,             0, 0.316971242428, 0.323759377003
         1.75, -0.479766339064, 0.00394762773067, -0.384037166834, -0.0458462536335, 0.847592592239, 0.0637830272317,             0, 271.376861572, -15.7520246506,  259.17755127, -25.720697403, 515.350769043, -10.6128864288, 395.891265869, 34.7580947876, 4418.79394531, 2632.14453125, 4619.09521484, 2785.87475586,             6,             0, 0.00142742611933, -0.038177408278,             0,             0,             0,             0,             0, 0.0391263626516,             0,             0,             0,             0,             0, 0.0391263701022, -0.071121931076, 0.0908803865314, 0.0939586237073, -0.0268803220242, 28.5668678284, 28.5032100677,  28.567697525,   28.50349617, 58.2214355469, 0.532442927361, 0.437057256699, 11.2797298431,             1, 119.922157288,           120, 119.922195435, 58.2201538086,   55.31092453, 58.2221412659, 55.3116607666, 58.2214355469, 58.2201499939,   55.31092453, 74.8772964478, 58.2221450806, 55.3116607666, 0.0245060026646,             0, 0.556901097298, 0.00269154156558, 0.46162635088, 0.0526161044836, 0.83847206831, 0.83794772625, -0.835886001587, -0.837656736374, 0.00142742611933, 0.838866174221, 0.837433516979, 0.187474712729, -0.836405456066, -0.837504923344, -5.55111512313e-17,             0,             0,             0, -0.00143680628389, 0.317511707544, 0.324178159237,             0, 0.31676414609, 0.323604911566
