Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,Mz_L1
        0.107, -0.00150002911687, 0.194419309497, 0.136793300509, -114.186309814, -173.689376831,     5096.6875, -2.81001353264, 6.21325492859
        0.108, -0.00151033943985, 0.194404348731, 0.136735573411, -115.076782227, -174.296463013, 5096.81347656, -2.80382680893, 6.23851060867
        0.109, -0.00152059795801, 0.194389745593, 0.136678561568, -115.964408875, -174.89515686, 5096.94287109, -2.79772520065, 6.26341819763
         0.11, -0.00153081701137, 0.194375544786, 0.136622235179, -116.849182129, -175.485641479, 5097.07568359, -2.79170823097, 6.28798294067
        0.111, -0.00154100777581, 0.194361761212, 0.136566609144, -117.731254578, -176.068023682, 5097.21191406, -2.78577470779, 6.31221151352
        0.112, -0.00155118037947, 0.194348439574, 0.136511683464, -118.610908508, -176.642501831,  5097.3515625, -2.77992343903, 6.33611011505
        0.113, -0.00156134273857, 0.194335594773, 0.13645747304, -119.488471985, -177.209243774, 5097.49462891, -2.77415299416, 6.35968637466
        0.114, -0.00157150137238, 0.194323271513, 0.136403948069, -120.364356995, -177.768432617, 5097.64111328, -2.76846218109, 6.38294744492
        0.115, -0.0015816608211, 0.194311454892, 0.136351138353, -121.238952637, -178.320236206, 5097.79101562, -2.76284980774, 6.40590047836
        0.116, -0.00159182411153, 0.194300189614, 0.136299028993, -122.112663269, -178.864852905, 5097.94433594, -2.75731420517, 6.42855262756
        0.117, -0.00160199275706, 0.194289475679, 0.136247634888, -122.985839844, -179.402420044, 5098.10107422, -2.75185441971, 6.45091056824
        0.118, -0.00161216722336, 0.194279298186, 0.136196926236, -123.858818054, -179.933135986, 5098.26123047, -2.74646925926,  6.4729809761
        0.119, -0.00162234669551, 0.194269672036, 0.13614693284,  -124.7318573, -180.457138062, 5098.42480469, -2.74115729332, 6.49477005005
         0.12, -0.00163252989296, 0.194260567427,  0.1360976547, -125.605178833, -180.974578857, 5098.59228516, -2.73591780663, 6.51628351212
        0.121, -0.00164271472022, 0.194251984358, 0.136049076915, -126.478935242, -181.485580444, 5098.76269531, -2.73074960709, 6.53752708435
        0.122, -0.00165289884899, 0.194243878126, 0.136001199484, -127.353248596, -181.990264893, 5098.93701172, -2.72565174103, 6.55850601196
        0.123, -0.0016630794853, 0.194236263633, 0.135954037309, -128.228164673, -182.488769531, 5099.11425781, -2.72062349319, 6.57922506332
        0.124, -0.00167325383518, 0.194229066372, 0.135907590389, -129.10369873, -182.981201172, 5099.29541016, -2.71566390991, 6.59968805313
        0.125, -0.001683418639, 0.194222301245, 0.135861843824, -129.979827881, -183.467636108, 5099.47949219, -2.71077251434, 6.61989974976
        0.126, -0.00169357063714, 0.194215908647, 0.135816827416, -130.856460571, -183.948165894, 5099.66748047, -2.70594859123,  6.6398639679
        0.127, -0.00170370622072, 0.194209873676, 0.135772511363, -131.733520508, -184.422912598, 5099.85888672, -2.70119142532, 6.65958452225
        0.128, -0.00171382189728, 0.194204181433, 0.135728910565, -132.610839844, -184.891906738, 5100.05322266, -2.69650053978, 6.67906475067
        0.129, -0.00172391382512, 0.194198787212, 0.135686039925, -133.488265991, -185.355270386, 5100.25146484, -2.69187545776, 6.69830703735
         0.13, -0.00173397816252, 0.194193691015, 0.13564388454, -134.365615845, -185.813018799, 5100.45263672, -2.68731594086, 6.71731519699
        0.131, -0.00174401130062, 0.19418887794, 0.135602474213, -135.242660522, -186.265258789, 5100.65722656, -2.68282103539, 6.73609161377
        0.132, -0.00175400963053, 0.194184318185, 0.13556176424, -136.119171143, -186.712020874, 5100.86523438, -2.67839097977, 6.75463914871
        0.133, -0.00176396989264, 0.194180011749, 0.135521814227, -136.994888306, -187.153381348, 5101.07666016, -2.67402505875, 6.77295970917
        0.134, -0.00177388906013, 0.194175943732, 0.13548257947, -137.86958313, -187.589370728, 5101.29101562, -2.66972303391, 6.79105615616
        0.135, -0.00178376480471, 0.194172129035, 0.135444104671, -138.742996216, -188.020065308, 5101.50927734, -2.66548466682, 6.80893087387
        0.136, -0.0017935950309, 0.194168567657, 0.13540636003, -139.614868164, -188.445495605, 5101.72998047, -2.66130971909, 6.82658576965
        0.137, -0.0018033782253, 0.194165244699, 0.135369375348, -140.484985352, -188.865722656, 5101.95458984, -2.65719795227, 6.84402322769
        0.138, -0.00181311345659, 0.194162160158, 0.135333135724, -141.353118896, -189.280792236, 5102.18212891, -2.65314888954, 6.86124563217
        0.139, -0.00182280025911, 0.194159328938, 0.135297656059, -142.219070435, -189.690765381, 5102.41259766, -2.64916229248, 6.87825489044
