Time,AVz,Ay,Bk_Stat,FRackTot,Fy_L1,Fy_L2,Fy_R1,Fy_R2,Fz_L1,Fz_L2,Fz_R1,Fz_R2,ModeTran,Mz_KP_L1,Mz_KP_L2,Mz_KP_R1,Mz_KP_R2,Mz_L1,Mz_L2,Mz_R1,Mz_R2,M_SW,Pitch,Pitch_A2,Roll,Roll_A2,Roll_E,Roll_L1,Roll_L2,Roll_R1,Roll_R2,Rot_L1,Rot_L2,Rot_R1,Rot_R2,Steer_L1,Steer_R1,Steer_SW,Xo,X_A2,X_camR,X_L1,X_L2,X_R1,X_R2,Yaw,Yaw_CamR,Yaw_L1,Yaw_L2,Yaw_R1,Yaw_R2,Yo,Y_A2,Y_camR,Y_L1,Y_L2,Y_R1,Y_R2,Zo,Z_A2,Z_camR,Z_L1,Z_L2,Z_R1,Z_R2
0, 0, -2.056123799615e-05, 0, 0, -10.14097686311, 0.7334524563246, 8.299337205796, 0.6760016701841, 8444.052084621, 5212.550118883, 8915.126811926, 4742.640097044, 7, -111.2574082768, 0, 110.5279989285, 0, 0.4558680883921, -0.03353336098114, -0.3717525398574, -0.0309539733625, -0, 0.05447853718346, 0.05448321542157, 0.03661070020151, -0.03660372444036, 0.03661071675097, 0.3368005077736, -0.03660370789122, -0.2635795521886, -0.03660370789122, 0.0001480645308697, 0.0001513422650599, 0.0001487744849574, 0.0001513422650599, 0.2, -0.2, 0, -300, -303.0299848316, -300.5, -299.9996619801, -303.030085307, -299.9996629309, -303.0298843562, 0, 0, 0.1996805585704, 0.007356955057312, -0.1997488424756, 0.007356955057312, 0, -0.0003538814230082, 0, 0.7822730032412, 0.7821459524431, -0.78272667727, -0.7828537152891, -0.01547170976626, 0.3474093012156, 0, 0.3400280569601, 0.346909397039, 0.3390280576163, 0.3479092053921
0.025, 0.02388718473319, 0.000364546682072, 0, 0, 260.4607530809, -10.71273812715, -228.5115121562, -11.1296079924, 8689.457843305, 4965.588205089, 8646.538472391, 5016.748916357, 7, -136.9200750092, 0, 138.6088327512, 0, -11.68631665675, 0.4892062027855, 10.25617512447, 0.5083883006089, 0.2324618611299, 0.05296884382636, 0.05296860848642, 0.03783063916719, 0.003985173109206, 0.03783065533346, 0.3278758862656, 0.003985171406228, -0.2790683821342, 0.003985171406228, 0.3186091051504, 0.3186814395164, 0.3186237165264, 0.3186423501864, 0.1992049916258, -0.1919002799928, -0.0120695593483, -299.3055894816, -302.335551938, -299.8055894816, -299.3052754887, -302.335606533, -299.3052356265, -302.3354973431, 0.0006163353552104, 0, 0.1995190044457, 0.003997519720056, -0.1910253740519, 0.003997519720056, 1.815646715916e-05, -0.0003184605646845, 0, 0.7823118143176, 0.782181535638, -0.7826988828744, -0.7828184567674, -0.01541422538035, 0.3473804915837, 0, 0.3395062328138, 0.3474349178722, 0.3395990813796, 0.3473260652953
0.05, 0.03840387523927, 0.0003485029194453, 0, 0, 310.3974065907, 7.719733577851, -316.0771231211, 7.625829689833, 8642.1027684, 5016.30633488, 8603.125217919, 4984.473683541, 7, -149.3245067321, 0, 148.048641116, 0, -13.92709780048, -0.3513755836533, 14.18618276878, -0.3471068675083, 0.1645398960214, 0.04687342130438, 0.04687358969794, 0.03640250654556, -0.002479610062719, 0.03640251872731, 0.3273913549249, -0.002479609232936, -0.2775211009082, -0.002479609232936, 0.6371841173314, 0.6373833330261, 0.6371990849071, 0.6373594365361, 0.1871327608946, -0.2002601327771, -0.0269488557187, -298.6111902382, -301.641114704, -299.1111902382, -298.6109095399, -301.6411881395, -298.6108738381, -301.6410412685, 0.001486487734015, 0, 0.188352113584, 0.005377054574883, -0.1985460165087, 0.005377054574883, 1.914459758275e-05, -0.0003423882629829, 0, 0.7823265034272, 0.7821576075584, -0.782694614615, -0.7828423840843, -0.01522105603207, 0.3473608719955, 0, 0.3396070030654, 0.3473270074729, 0.3396914934676, 0.3473947365182
0.075, 0.01236690488338, 0.0002443150212873, 0, 0, 328.5678928761, 7.550311926154, -336.8858119277, 7.51821997209, 8502.808900742, 5040.206179462, 8696.433875734, 5022.890517133, 7, -151.0506400597, 0, 153.0917316743, 0, -14.75361096956, -0.3430265035296, 15.10485273716, -0.3415733334936, 0.2904838169291, 0.03561960919688, 0.03561969480805, 0.03498510209863, -0.001348806420319, 0.03498510885924, 0.3242386084835, -0.001348806159671, -0.2681527508883, -0.001348806159671, 0.9558544167099, 0.9562643782804, 0.9558858957162, 0.9562483516854, 0.19618291217, -0.1885014297349, -0.03770907998592, -297.9167353412, -300.9466739868, -298.4167353412, -297.9165448083, -300.9467526345, -297.9164704039, -300.9465953391, 0.002124233009031, 0, 0.1981062506872, 0.005758695639711, -0.1862099541659, 0.005758695639711, 1.821619701746e-05, -0.0003641098825975, 0, 0.7823345682367, 0.7821358859482, -0.7827105239944, -0.7828641057134, -0.01488463820409, 0.3472945778861, 0, 0.3399034745175, 0.3472761569687, 0.3394932310726, 0.3473129988035
0.1, 0.001684822281818, 0.001140220474892, 0, 0, 345.8760723804, 7.151463566324, -328.8914981771, 7.118428028825, 8577.504999346, 5078.016580146, 8581.231790708, 5055.166263811, 7, -150.7336101473, 0, 151.4490118142, 0, -15.5246427493, -0.3250561292312, 14.76151909039, -0.3235655735646, 0.2397267787679, 0.02066420552294, 0.02066431395783, 0.03311152665765, -0.00177992899363, 0.03311152881114, 0.3099660397246, -0.001779928877867, -0.2640000592109, -0.001779928877867, 1.274573163088, 1.275207383683, 1.274598343938, 1.275194071153, 0.1906432807397, -0.1916059589646, -0.03850730509764, -297.2222095814, -300.2522245365, -297.7222095814, -297.2221131213, -300.2523028771, -297.222042592, -300.252146196, 0.002246287862501, 0, 0.192778352731, 0.005736207641188, -0.1892639275004, 0.005736207641188, 3.654665860551e-06, -0.0003714669279275, 0, 0.7823545525527, 0.7821285287729, -0.7827220682219, -0.7828714626288, -0.01443456224518, 0.3472200180836, 0, 0.3397450175893, 0.3471957092364, 0.339738453558, 0.3472443269307
0.125, -0.003436964690856, 0.0005528976428697, 0, 0, 338.2114134043, 6.260529276354, -335.4840316777, 6.224469338753, 8534.770416284, 5092.253232502, 8559.733821416, 5063.915870275, 7, -148.6276231107, 0, 148.4215177073, 0, -15.18944302734, -0.2849534467863, 15.06393449676, -0.2833259859896, 0.1206267120878, 0.005204006899239, 0.00520413154862, 0.03014526112586, -0.002207343163673, 0.03014526125021, 0.2988820195464, -0.002207343154568, -0.2551301584405, -0.002207343154568, 1.593256192576, 1.594091939674, 1.593277856817, 1.594078026397, 0.1866549119715, -0.1933125665168, -0.03633862732855, -296.5276565782, -299.5577667635, -297.0276565782, -296.5276550422, -299.5578414734, -296.5275939302, -299.5576920537, 0.002234867364609, 0, 0.188863119857, 0.005470363672962, -0.1910540475874, 0.005470363672962, -1.886741165084e-05, -0.0003716423433459, 0, 0.782364235568, 0.7821283535095, -0.7827451769629, -0.7828716381962, -0.01392914911576, 0.3471955645266, 0, 0.3398362902084, 0.3471654183966, 0.3397844317338, 0.3472257106566
0.15, -0.01466199035961, 0.0004406895478377, 0, 0, 336.9008015332, 4.578417218203, -333.8991750862, 4.54899137655, 8481.361145884, 5076.905605939, 8575.078641793, 5047.44828699, 7, -145.8606631961, 0, 146.8061843516, 0, -15.13913105387, -0.2086373346241, 14.9931410818, -0.2073082574314, 0.01945982241189, -0.007987930593414, -0.007987811387019, 0.02747433146347, -0.002294582376491, 0.02747433173048, 0.2875936572632, -0.002294582354192, -0.245390291887, -0.002294582354192, 1.911880533231, 1.912884706659, 1.911902203383, 1.91286729833, 0.1894657759833, -0.1880415911976, -0.03055807737596, -295.8331321091, -298.8633243757, -296.3331321091, -295.8332169527, -298.8633923031, -295.8331540467, -298.8632564483, 0.001997206070766, 0, 0.191503513372, 0.004973742089414, -0.1860781903915, 0.004973742089414, -3.871711745012e-05, -0.0003598045427009, 0, 0.782373023916, 0.7821401918815, -0.78276983272, -0.7828598009669, -0.01342586715319, 0.3472294104738, 0, 0.339950268195, 0.3471980729004, 0.3397520357726, 0.3472607480471
0.175, -0.01778260333599, 0.000603171002222, 0, 0, 338.0954095727, 3.218318140558, -327.9342376194, 3.195160556131, 8504.280312668, 5050.761075797, 8521.492624755, 5018.522649223, 7, -144.9241239206, 0, 145.270229874, 0, -15.19082985474, -0.1467525747494, 14.73223952589, -0.1457074886492, -0.1082713581862, -0.01783391926666, -0.01783379916728, 0.02489603134775, -0.002511217278434, 0.02489603255375, 0.274518984139, -0.002511217156789, -0.2389365154597, -0.002511217156789, 2.230458301709, 2.231600689337, 2.230471865381, 2.231577144764, 0.1867421747439, -0.1883961608273, -0.0215213245389, -295.1386694911, -298.1689232013, -295.6386694911, -295.1388111254, -298.168982042, -295.1387629989, -298.1688643605, 0.001568540495315, 0, 0.1883965426663, 0.004308404644847, -0.1869016417639, 0.004308404644847, -5.866871585738e-05, -0.0003385899474127, 0, 0.7823854883955, 0.7821614070887, -0.7827872486627, -0.7828385869835, -0.01296101118128, 0.3472879957036, 0, 0.3399018851081, 0.3472536995052, 0.3398662093326, 0.3473222919021
0.2, -0.01846915772198, 0.000256838659188, 0, 0, 331.6782422577, 2.009561584372, -328.5713440289, 1.992930701029, 8479.353258768, 5028.701270441, 8511.055355667, 4994.261560418, 7, -144.4285124781, 0, 144.5746249828, 0, -14.90552102351, -0.0916481201908, 14.76215941275, -0.09089713896617, -0.1673601158292, -0.02473696346365, -0.02473684650098, 0.02230378558623, -0.002682686716653, 0.02230378766495, 0.2646184443616, -0.002682686466628, -0.2318855291601, -0.002682686466628, 2.54900139431, 2.550268760875, 2.549008467901, 2.550238524199, 0.1854640954075, -0.1875540222997, -0.01238111556204, -294.4442756561, -297.4745743101, -294.9442756561, -294.444455571, -297.4746236928, -294.4444214923, -297.4745249275, 0.001118480740953, 0, 0.1866971598952, 0.003615868294502, -0.1865353638536, 0.003615868294502, -7.564968390337e-05, -0.0003129148160537, 0, 0.7823951227142, 0.782187082768, -0.7828027704162, -0.7828129124001, -0.01254697448636, 0.3473372732035, 0, 0.339955197165, 0.3473006352141, 0.3398885879532, 0.3473739111928
0.225, -0.02030875002158, 0.000157827788716, 0, 0, 328.9732467522, 0.8023318442303, -326.1708144319, 0.793624157848, 8458.471624969, 5014.994575478, 8508.317183288, 4979.826959947, 7, -144.088246427, 0, 144.668750914, 0, -14.7861326121, -0.03658500590056, 14.65434187633, -0.0361910168018, -0.1752964894312, -0.02958708635043, -0.02958697664116, 0.02021299451484, -0.00273938714239, 0.02021299720985, 0.2557989931684, -0.002739386777149, -0.2256435815657, -0.002739386777149, 2.867525656755, 2.868916039621, 2.867527698758, 2.868879175121, 0.1863297479795, -0.184734037557, -0.003109643879668, -293.7499430679, -296.7802755385, -294.2499430679, -293.7501503626, -296.780315436, -293.7501258492, -296.7802356411, 0.0006276386832826, 0, 0.1870897862581, 0.002921350290272, -0.1842226758048, 0.002921350290272, -8.621926082519e-05, -0.0002824331375557, 0, 0.7824064233054, 0.7822175649509, -0.782813201402, -0.7827824312261, -0.01218573199737, 0.3473672107355, 0, 0.3399998633831, 0.3473297983786, 0.3398945616503, 0.3474046230924
0.25, -0.01873529417344, 0.0001286820239278, 0, 0, 327.0215647667, -0.09145562248591, -323.2332830517, -0.09333119657903, 8463.306497367, 5008.04857915, 8484.270531631, 4971.703354094, 7, -144.3413916592, 0, 144.7034177129, 0, -14.69735448154, 0.004168946556179, 14.5246514388, 0.004254820232877, -0.1944168480755, -0.03313923834543, -0.03313913301383, 0.01849156589632, -0.002831117324169, 0.01849156898934, 0.2475615803242, -0.00283111685062, -0.221035318035, -0.00283111685062, 3.18604357296, 3.187560518003, 3.186038247051, 3.187517513438, 0.185167522507, -0.184198469272, 0.00581547268494, -293.0556599377, -296.0860186571, -293.5556599377, -293.055883849, -296.0860495593, -293.0558735745, -296.0859877549, 0.0001321906395929, 0, 0.1854431798101, 0.002262704801749, -0.1841939147448, 0.002262704801749, -9.194569523598e-05, -0.0002495018357616, 0, 0.7824204344624, 0.7822504965988, -0.782817201203, -0.7827495002703, -0.01187757467093, 0.3473832422001, 0, 0.3399897912386, 0.3473445770671, 0.3399458309206, 0.3474219073331
0.275, -0.01657502996381, -5.707225834223e-05, 0, 0, 322.9130793735, -0.798103182927, -322.7940064438, -0.7944624637522, 8450.759704548, 5005.346877389, 8479.240646404, 4968.452520148, 7, -144.5187821148, 0, 144.8893428698, 0, -14.51315002163, 0.03636949700564, 14.50495710093, 0.03620677536943, -0.2024199290274, -0.03589481658699, -0.03589471636441, 0.01711267417497, -0.002873892149828, 0.01711267753317, 0.2414466287781, -0.002873891585858, -0.2166154767852, -0.002873891585858, 3.504558735146, 3.50621050789, 3.50454760549, 3.506162569161, 0.1848350291848, -0.1831314965622, 0.01330954041229, -292.3614147869, -295.3917945941, -292.8614147869, -292.361651328, -295.3918176621, -292.3616526989, -295.3917715261, -0.0003076660920991, 0, 0.1846788861419, 0.001689071601582, -0.1835746893527, 0.001689071601582, -9.213046629308e-05, -0.0002163826485106, 0, 0.7824349663162, 0.7822836160271, -0.7828171026936, -0.7827163813241, -0.01162248780545, 0.347389574672, 0, 0.3400166411523, 0.3473503253558, 0.3399566328823, 0.3474288239882
