Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,My_L1,Mz_L1
        0.925, -0.629999995232,            -4,             0, -3497.00708008, 820.012390137,          4000, -15.4272785187, -5.41445922852, -0.218612402678
         0.95, -0.620000004768,            -4,             0, -3504.94702148, 833.993408203,          4000, -15.5086431503, -5.54588460922, -0.229769542813
        0.975, -0.610000014305,            -4,             0, -3512.93139648, 848.338439941,          4000, -15.5921258926, -5.67614221573, -0.243526637554
            1, -0.600000023842,            -4,             0, -3520.95361328, 863.061523438,          4000, -15.6778097153, -5.80520486832, -0.260091125965
        1.025, -0.589999973774,            -4,             0, -3529.00634766, 878.177124023,          4000, -15.7657775879, -5.93304491043, -0.279687821865
         1.05, -0.579999983311,            -4,             0, -3537.08105469, 893.700622559,          4000, -15.8561191559, -6.05963659286, -0.30256062746
        1.075, -0.569999992847,            -4,             0, -3545.16772461, 909.648010254,          4000, -15.948928833, -6.18495178223, -0.32897439599
          1.1, -0.560000002384,            -4,             0, -3553.25634766, 926.036315918,          4000, -16.044303894, -6.30896520615, -0.359216868877
        1.125, -0.550000011921,            -4,             0, -3561.33398438, 942.883178711,          4000, -16.1423492432, -6.43165063858, -0.393601179123
         1.15, -0.540000021458,            -4,             0, -3569.38769531, 960.207275391,          4000, -16.2431697845, -6.55298137665, -0.43246820569
        1.175, -0.52999997139,            -4,             0, -3577.40185547, 978.028259277,          4000, -16.3468837738, -6.67293310165, -0.47618958354
          1.2, -0.519999980927,            -4,             0, -3585.35961914, 996.366699219,          4000, -16.4536094666, -6.79147958755, -0.525170862675
        1.225, -0.509999990463,            -4,             0, -3593.24169922, 1015.24438477,          4000, -16.5634746552, -6.90859603882, -0.579855084419
         1.25,          -0.5,            -4,             0, -3601.02685547, 1034.68408203,          4000, -16.6766109467, -7.02425813675, -0.640726923943
        1.275, -0.490000009537,            -4,             0, -3608.69116211, 1054.70996094,          4000, -16.7931575775, -7.13844156265, -0.708317101002
          1.3, -0.479999989271,            -4,             0, -3616.20776367, 1075.34716797,          4000, -16.9132652283, -7.25112199783, -0.783207654953
        1.325, -0.469999998808,            -4,             0, -3623.54736328, 1096.62255859,          4000, -17.0370864868, -7.36227560043, -0.866037547588
         1.35, -0.460000008345,            -4,             0, -3630.67602539, 1118.56408691,          4000, -17.1647853851, -7.47187948227, -0.957509577274
        1.375, -0.449999988079,            -4,             0, -3637.55737305, 1141.20141602,          4000, -17.2965335846, -7.57990980148, -1.0583974123
          1.4, -0.439999997616,            -4,             0, -3644.14941406, 1164.56555176,          4000, -17.4325141907, -7.68634462357, -1.16955423355
        1.425, -0.430000007153,            -4,             0,   -3650.40625,  1188.6895752,          4000, -17.5729160309, -7.79116106033, -1.29192256927
         1.45, -0.419999986887,            -4,             0, -3656.27636719, 1213.60766602,          4000, -17.7179431915, -7.89433717728, -1.4265447855
        1.475, -0.409999996424,            -4,             0, -3661.70214844, 1239.35632324,          4000, -17.8678035736, -7.99585103989, -1.57457602024
          1.5, -0.40000000596,            -4,             0, -3666.61987305, 1265.97375488,          4000, -18.0227222443, -8.09568214417, -1.73729836941
        1.525, -0.389999985695,            -4,             0, -3670.95751953, 1293.49987793,          4000, -18.1829299927, -8.19380760193, -1.91613721848
         1.55, -0.379999995232,            -4,             0, -3674.63574219, 1321.97680664,          4000, -18.3486728668, -8.29020881653, -2.11268019676
        1.575, -0.370000004768,            -4,             0, -3677.56518555, 1351.44848633,          4000, -18.5202083588, -8.38486480713, -2.32869887352
          1.6, -0.360000014305,            -4,             0, -3679.64672852, 1381.96130371,          4000, -18.6978054047, -8.4777545929, -2.56617331505
        1.625, -0.34999999404,            -4,             0, -3680.76904297, 1413.56298828,          4000, -18.8817405701, -8.56886005402, -2.82732081413
         1.65, -0.340000003576,            -4,             0, -3680.80883789, 1446.30358887,          4000, -19.072309494, -8.65816116333, -3.11462926865
        1.675, -0.330000013113,            -4,             0, -3679.62719727, 1480.23498535,          4000, -19.2698097229, -8.74563980103, -3.43089437485
          1.7, -0.319999992847,            -4,             0, -3677.06982422, 1515.41040039,          4000, -19.4745540619, -8.83127689362, -3.77926325798
        1.725, -0.310000002384,            -4,             0, -3672.96362305, 1551.88476562,          4000, -19.6868610382, -8.91505432129, -4.16328477859
         1.75, -0.300000011921,            -4,             0, -3667.11572266, 1589.71337891,          4000, -19.9070549011, -8.99695587158, -4.58696556091
        1.775, -0.289999991655,            -4,             0, -3659.30957031, 1628.95251465,          4000, -20.1354618073, -9.07696151733, -5.05483675003
          1.8, -0.280000001192,            -4,             0, -3649.30322266, 1669.65759277,          4000, -20.3724060059, -9.15505695343, -5.57202529907
        1.825, -0.270000010729,            -4,             0, -3636.82568359,  1711.8828125,          4000, -20.6182041168, -9.23122501373, -6.1443362236
         1.85, -0.259999990463,            -4,             0, -3621.57275391, 1755.67956543,          4000, -20.8731536865, -9.30544948578, -6.77834510803
        1.875,         -0.25,            -4,             0, -3603.20385742, 1801.09472656,          4000, -21.1375293732, -9.3777141571, -7.48149299622
          1.9, -0.239999994636,            -4,             0, -3581.33618164, 1848.16845703,          4000, -21.4115638733, -9.44800567627, -8.26219177246
        1.925, -0.230000004172,            -4,             0, -3555.54052734, 1896.93139648,          4000, -21.6954402924, -9.51630687714, -9.12992668152
         1.95, -0.219999998808,            -4,             0, -3525.33349609, 1947.40087891,          4000, -21.9892578125, -9.58260440826, -10.0953483582
        1.975, -0.209999993443,            -4,             0, -3490.17211914, 1999.57653809,          4000, -22.2930145264, -9.64688491821, -11.1703462601
            2, -0.20000000298,            -4,             0, -3449.44555664, 2053.43505859,          4000, -22.6065769196, -9.70913410187, -12.3680820465
        2.025, -0.189999997616,            -4,             0, -3402.46606445, 2108.92236328,          4000, -22.9296302795, -9.76933956146, -13.7029361725
         2.05, -0.180000007153,            -4,             0, -3348.46069336, 2165.94677734,          4000, -23.2616424561, -9.82748699188, -15.1903467178
        2.075, -0.170000001788,            -4,             0, -3286.56152344, 2224.36791992,          4000, -23.6017971039, -9.88356590271, -16.8464431763
          2.1, -0.159999996424,            -4,             0, -3215.79663086, 2283.98706055,          4000, -23.9489364624, -9.93756484985, -18.6874084473
        2.125, -0.15000000596,            -4,             0, -3135.08227539, 2344.53344727,          4000, -24.3014850616, -9.98947048187, -20.7284107208
         2.15, -0.140000000596,            -4,             0, -3043.21850586, 2405.65209961,          4000, -24.657377243, -10.0392723083, -22.9819736481
        2.175, -0.129999995232,            -4,             0, -2938.89086914, 2466.89013672,          4000, -25.0139770508, -10.0869617462, -25.4555835724
          2.2, -0.119999997318,            -4,             0, -2820.68066406, 2527.68676758,          4000, -25.368019104, -10.1325263977, -28.1483325958
        2.225, -0.109999999404,            -4,             0, -2687.09057617, 2587.36547852,          4000, -25.7155609131, -10.1759586334, -31.0464878082
         2.25, -0.10000000149,            -4,             0, -2536.59204102,  2645.1328125,          4000, -26.0519809723, -10.2172470093, -34.1179885864
        2.275, -0.0900000035763,            -4,             0, -2367.69970703, 2700.08837891,          4000, -26.3720359802, -10.2563848495, -37.306224823
          2.3, -0.0799999982119,            -4,             0, -2179.08178711, 2751.24609375,          4000, -26.6699771881, -10.2933635712, -40.5239257812
        2.325, -0.070000000298,            -4,             0, -1969.70947266, 2797.57104492,          4000, -26.9397773743, -10.3281745911, -43.6487007141
         2.35, -0.0599999986589,            -4,             0, -1739.04321289, 2838.02954102,          4000, -27.1754150391, -10.3608112335, -46.5223693848
        2.375, -0.0500000007451,            -4,             0, -1487.24145508,  2871.6496582,          4000, -27.371219635, -10.3912668228, -48.9565010071
          2.4, -0.0399999991059,            -4,             0, -1215.36645508, 2897.57836914,          4000, -27.5222244263, -10.4195337296, -50.7458496094
        2.425, -0.0299999993294,            -4,             0, -925.543640137, 2915.12841797,          4000, -27.624420166, -10.4456071854, -51.6897163391
         2.45, -0.019999999553,            -4,             0, -621.025817871, 2923.80175781,          4000, -27.674905777, -10.4694814682, -51.6184005737
        2.475, -0.00999999977648,            -4,             0, -306.116699219, 2923.29589844,          4000, -27.6719207764, -10.4911518097, -50.4197006226
          2.5, 7.52869988574e-16,            -4,             0, 14.0652475357, 2913.51318359,          4000, -27.6148910522, -10.5106124878, -48.0592460632
        2.525, 0.00999999977648,            -4,             0, 333.965423584, 2894.58740234,          4000, -27.5046024323, -10.5278606415, -44.5896682739
         2.55, 0.019999999553,            -4,             0, 648.053588867, 2866.92651367,          4000, -27.3434314728, -10.5428915024, -40.146320343
